Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
The Hunt,2012,Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Lasse Fogelstrøm', 'Susse Wold', 'Anne Louise Hassing', 'Lars Ranthe', 'Alexandra Rapaport', 'Sebastian Bull Sarning', 'Steen Ordell Guldbrandsen', 'Daniel Engstrup', 'Troels Thorsen', 'Søren Rønholt', 'Hana Shuan', 'Jytte Kvinesdal', 'Josefine Gråbøl', 'Bjarne Henriksen', 'Nicolai Dahl Hamilton', 'Øyvind Hagen-Traberg', 'Allan Wibor Christensen', 'Rikke Bergmann', 'Rasmus Lind Rubin', 'Frank Rubæk', 'Jakob Højlev Jørgensen', 'Birgit Petersen', 'Karina Fogh Holmkjær', 'Heidi Gross', 'Marie Aktor', 'Mona C. Soliman', 'Mie Ravn Nielsen', 'Kim Westi Rasmussen', 'Thomas Ravn', 'Katrine Brygmann', 'Ole Dupont', 'Nina Aller Christrup']",4.29,nan,['Drama'],116,"['Denmark', 'Sweden']",Danish,"['Danish', 'Polish', 'English']","A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.","['Zentropa International Sweden', 'Zentropa Entertainments', 'Film i Väst']",476796,96871,151322,5500,549,923,715,3102,4003,19505,36115,118980,86785,75460,346137,https://letterboxd.com/film/the-hunt-2012/
Come and See,1985,Elem Klimov,"['Aleksei Kravchenko', 'Olga Mironova', 'Liubomiras Laucevicius', 'Vladas Bagdonas', 'Jüri Lumiste', 'Viktors Lorencs', 'Kazimir Rabetsky', 'Yevgeni Tilicheyev', 'G. Velts', 'V. Vasilyev', 'Aleksandr Berda', 'Vasiliy Domrachyov', 'Nina Evdokimova', 'Igor Gnevashev', 'Valery Kravchenko', 'Evgeniy Kryzhanovskiy', 'N. Lisichenok', 'Viktor Manaev', 'Gennady Matytskiy', 'Takhir Matyullin', 'Pyotr Merkuryev', 'Valentin Mishatkin', 'Yevgeniya Polyakova', 'Aleksandra Ravenskikh', 'Oleg Shapko', 'Tatyana Shestakova', 'Anatoly Slivnikov', 'Aleksandr Solopov', 'Georgiy Strokov', 'G. Yelkin', 'Igor Bezyaev', 'Yakov Ovchukov-Suvorov', 'Svetlana Zelenkovskaya']",4.63,nan,"['War', 'Drama']",142,['USSR'],Russian,"['Russian', 'Belarusian', 'German']","The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.","['Belarusfilm', 'Mosfilm']",358616,150177,148476,14000,806,828,647,1932,2279,8013,12281,45263,54841,155239,282129,https://letterboxd.com/film/come-and-see/
High and Low,1963,Akira Kurosawa,"['Toshirō Mifune', 'Tatsuya Nakadai', 'Kyōko Kagawa', 'Tatsuya Mihashi', 'Isao Kimura', 'Kenjirō Ishiyama', 'Takeshi Katō', 'Takashi Shimura', 'Jun Tazaki', 'Nobuo Nakamura', 'Yūnosuke Itō', 'Tsutomu Yamazaki', 'Minoru Chiaki', 'Eijirō Tōno', 'Masao Shimizu', 'Yutaka Sada', 'Masahiko Shimazu', 'Toshio Egi', 'Kōji Mitsui', 'Kyū Sazanka', 'Susumu Fujita', 'Kamatari Fujiwara', 'Yoshio Tsuchiya', 'Kazuo Kitamura', 'Gen Shimizu', 'Akira Nagoya', 'Jun Hamamura', 'Masao Oda', 'Kō Nishimura', 'Yoshifumi Tajima', 'Koji Kiyomura', 'Hiroshi Unayama', 'Yoshisuke Makino', 'Jun Kondô', 'Tomo Suzuki', 'Senkichi Ōmura', 'Kazuo Kato', 'Ikio Sawamura', 'Kin Sugai', 'Keiko Tomita', 'Isao Onoda', 'Seiichi Taguchi', 'Takeo Matsushita', 'Kiyoshi Yamamoto', 'Kenji Kodama', 'Minoru Itō', 'Haruo Suzuki', 'Kōzō Nomura']",4.59,nan,"['Crime', 'Drama', 'Mystery']",142,['Japan'],Japanese,['Japanese'],"In the midst of an attempt to take over his company, a powerhouse executive is hit with a huge ransom demand when his chauffeur's son is kidnapped by mistake.","['TOHO', 'Kurosawa Production']",139860,86331,60711,3800,72,98,79,352,554,2682,6067,23662,29543,43571,106680,https://letterboxd.com/film/high-and-low/
Capernaum,2018,Nadine Labaki,"['Zain Al Rafeea', 'Yordanos Shifera', 'Boluwatife Treasure Bankole', 'Kawsar Al Haddad', 'Fadi Kamel Yousef', 'Cedra Izzam', 'Alaa Chouchnieh', 'Elias Khoury', 'Nadine Labaki', 'Nour el Husseini', 'Joseph Jimbazian', 'Samira Chalhoub', 'Farah Hasno']",4.16,nan,['Drama'],126,"['France', 'Lebanon', 'UK', 'USA']",Arabic,"['Arabic', 'Amharic']","After running away from his negligent parents, committing a violent crime and being sentenced to five years in jail, a hardened, streetwise 12-year-old Lebanese boy sues his parents in protest of the life they have given him.","['Boo Pictures', 'Mooz Films', 'Les Films des Tournelles', 'Open City Films', 'KNM', 'Synchronicity Films', 'Louverture Films', 'The Bridge Production']",119291,34264,37554,1800,385,613,573,1571,1998,5583,8994,25708,15765,24037,85227,https://letterboxd.com/film/capernaum/
3 Idiots,2009,Rajkumar Hirani,"['Aamir Khan', 'R. Madhavan', 'Sharman Joshi', 'Kareena Kapoor Khan', 'Boman Irani', 'Omi Vaidya', 'Rahul Kumar', 'Mona Singh', 'Javed Jaffrey', 'Olivier Lafont', 'Parikshat Sahni', 'Farida Dadi', 'Amardeep Jha', 'Mukund Bhatt', 'Ali Fazal', 'Arun Bali', 'Supriya Shukla', 'Dushyant Wagh', 'Akhil Mishra', 'Atul Tiwari', 'Achyut Potdar', 'Chaitali Bose', 'Jayant Kripalani', 'Rajeev Ravindranathan', 'Shoaib Ahmed']",4.08,nan,"['Drama', 'Comedy']",171,['India'],Hindi,"['Hindi', 'English']","Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.","['Vidhu Vinod Chopra Productions', 'Vinod Chopra Films']",196277,30302,49698,4100,736,891,836,2227,2748,10089,13911,31950,17266,32969,113623,https://letterboxd.com/film/3-idiots/
Once Upon a Time in America,1984,Sergio Leone,"['Robert De Niro', 'James Woods', 'Elizabeth McGovern', 'Treat Williams', 'Tuesday Weld', 'Joe Pesci', 'Burt Young', 'James Hayden', 'William Forsythe', 'Larry Rapp', 'Amy Ryder', 'Scott Schutzman Tiler', 'Rusty Jacobs', 'Jennifer Connelly', 'Brian Bloom', 'Adrian Curran', 'Mike Monetti', 'Noah Moazezi', 'James Russo', 'Darlanne Fluegel', 'Danny Aiello', 'Richard Bright', 'Frank Gio', 'Ray Dittrich', 'Mario Brega', 'Julie Cohen', 'Richard Foronjy', 'Olga Karlatos', 'Clem Caserta', 'Frank Sisto', 'Jerry Strivelli', 'Mike Gendel', 'Sandra Solberg', 'Margherita Pace', 'Paul Herman', 'Bruno Iannone', 'Bruno Bilotta', 'Angelo Florio', 'Marcia Jean Kurtz', 'Gerard Murphy', 'Dutch Miller', 'Robert Harper', 'Karen Shallo', 'Frankie Caserta', 'Joey Marzella', 'Marvin Scott', 'Ann Neville', 'Joey Faye', 'Linda Ipanema', 'Tandy Cronyn', 'Richard Zobel', 'Baxter Harris', 'Arnon Milchan', 'Marty Licata', 'Estelle Harris', 'Gerritt Debeer', 'Alexander Godfrey', 'Cliff Cudney', 'Paul Farentino', 'Bruce Bahrenburg', 'Mort Freeman', 'Massimo Liti', 'Jay Zeely', 'Salvatore Billa', 'Scott Coffey', 'Marco Stefanelli', 'Matteo Cafiso', 'Nunzio Giuliani', 'Nelson Camp', 'Dario Iori', 'Ole Jorgensen', 'Francesca Leone', 'Chuck Low', 'Ron Nummi', 'Ryan Paris', 'Nicola Roberto', 'Gianni Sanjust', 'Alex Serra', 'Susan Spafford', 'Mark Frazer', 'Maria Pia Monicelli', 'Claudio Mancini', 'Rossana Canghiari']",4.22,nan,"['Crime', 'Drama']",229,"['USA', 'Italy']",English,"['English', 'French', 'Hebrew (modern)', 'Yiddish', 'Italian']","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.","['The Ladd Company', 'Embassy International Pictures', 'Rafran Cinematografica', 'PSO', 'Warner Bros. Pictures']",296495,90803,90947,9200,554,1059,975,3544,4289,14474,19853,51139,38171,62995,197053,https://letterboxd.com/film/once-upon-a-time-in-america/
Das Boot,1981,Wolfgang Petersen,"['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann', 'Hubertus Bengsch', 'Martin Semmelrogge', 'Bernd Tauber', 'Erwin Leder', 'Martin May', 'Heinz Hoenig', 'Uwe Ochsenknecht', 'Claude-Oliver Rudolph', 'Jan Fedder', 'Rita Cadillac', 'Ralf Richter', 'Joachim Bernhard', 'Oliver Stritzel', 'Konrad Becker', 'Lutz Schnell', 'Martin Hemme', 'Otto Sander', 'Günter Lamprecht', 'Thomas Boxhammer', 'Roger Barth', 'Günther Franke', 'Christian Bendomir', 'Norbert Gronwald', 'Albert Kraml', 'Jean-Claude Hoffmann', 'Peter Pathenis', 'Arno Kral', 'Christian Seipolt', 'Helmut Neumeier', 'Ferdinand Schaal', 'Wilhelm Pietsch', 'Rolf Weber', 'Dirk Salomon', 'Lothar Zajicek', 'Sky du Mont', 'Ulrich Günther', 'Edwige Pierre', 'Maryline Moulard', 'Günter Spörrle']",4.29,nan,"['Drama', 'War', 'History']",150,['Germany'],German,"['German', 'English', 'French']","A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.","['Radiant Film GmbH', 'Süddeutscher Rundfunk', 'Bavaria Film', 'Twin Bros. Productions', 'Columbia Pictures', 'WDR', 'PSO']",117983,45389,30279,1400,87,235,167,846,1052,5083,8087,23326,16357,17767,73007,https://letterboxd.com/film/das-boot/
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Stanley Kubrick,"['Peter Sellers', 'George C. Scott', 'Sterling Hayden', 'Keenan Wynn', 'Slim Pickens', 'Peter Bull', 'James Earl Jones', 'Tracy Reed', 'Jack Creley', 'Frank Berry', ""Robert O'Neil"", 'Glenn Beck', 'Roy Stephens', 'Shane Rimmer', 'Hal Galili', 'Paul Tamarin', 'Laurence Herder', 'John McCarthy', 'Gordon Tanner', 'Burnell Tucker', 'Victor Harrington']",4.3,nan,"['Comedy', 'War']",95,"['UK', 'USA']",English,['English'],"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike.","['Columbia Pictures', 'Kubrick Productions', 'Hawk Films']",655501,188884,224746,11000,627,1522,1133,5505,6457,29156,43463,122345,89106,133461,432775,https://letterboxd.com/film/dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb/
Aliens,1986,James Cameron,"['Sigourney Weaver', 'Carrie Henn', 'Michael Biehn', 'Paul Reiser', 'Lance Henriksen', 'Bill Paxton', 'William Hope', 'Jenette Goldstein', 'Al Matthews', 'Mark Rolston', 'Ricco Ross', 'Colette Hiller', 'Daniel Kash', 'Cynthia Dale Scott', 'Tip Tipping', 'Trevor Steedman', 'Paul Maxwell', 'Valerie Colgan', 'Alan Polonsky', 'Alibe Parsons', 'Blain Fairman', 'Barbara Coles', 'Carl Toop', 'John Lees', 'Holly De Jong', 'Christopher Henn', 'Jay Benedict', 'William Armstrong', 'Mac McDonald', 'Eddie Powell', 'Jill Goldston', 'Elizabeth Inglis', 'Stuart Milligan', 'Bob Sherman', 'Chris Webb', 'Tom Woodruff Jr.', 'Alec Gillis']",4.12,nan,"['Science Fiction', 'Horror', 'Thriller', 'Action']",137,['USA'],English,['English'],"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.","['SLM Production Group', '20th Century Fox', 'Brandywine Productions']",931426,215808,304744,11000,678,1788,2001,9503,12571,56121,78045,194311,112400,155846,623264,https://letterboxd.com/film/aliens/
Sunset Boulevard,1950,Billy Wilder,"['William Holden', 'Gloria Swanson', 'Erich von Stroheim', 'Nancy Olson', 'Fred Clark', 'Lloyd Gough', 'Jack Webb', 'Franklyn Farnum', 'Larry J. Blake', 'Charles Dayton', 'Cecil B. DeMille', 'Hedda Hopper', 'Buster Keaton', 'Anna Q. Nilsson', 'H.B. Warner', 'Ray Evans', 'Jay Livingston', 'Fred Aldrich', 'Joel Allen', 'Gertrude Astor', 'Anne Bauchens', 'Edward Biby', 'Danny Borzage', 'Ken Christy', 'Ruth Clifford', 'John Cortay', 'Archie R. Dalzell', 'Eddie Dew', 'Julia Faye', 'Al Ferguson', 'Gerry Ganzer', 'Rudy Germane', 'Kenneth Gibson', 'Creighton Hale', 'Chuck Hamilton', 'Len Hendry', 'E. Mason Hopper', 'Stan Johnson', 'Tiny Jones', 'Howard Joslin', 'Arthur Lane', 'Perc Launders', 'William Meader', 'Gertrude Messinger', 'Harold Miller', 'Howard Negley', 'John ""Skins"" Miller', 'Lee Miller', 'Ralph Montgomery', 'Bert Moorhouse', 'Jay Morley', 'Eva Novak', ""Frank O'Connor"", ""Robert Emmett O'Connor"", 'Jack Perrin', 'Sidney Skolsky', 'Emmett Smith', 'Archie Twitchell', 'Yvette Vickers', 'Edward Wahrman', 'Henry Wilcoxon', 'Peter Drynan', 'Sanford E. Greenwald', 'James Hawley', 'Alan Marston', 'Bernice Mosk', 'Virginia L. Randolph', 'Bill Sheehan', 'Roy Thompson', 'Jack Warden', 'Finn Zirzow']",4.44,nan,['Drama'],110,['USA'],English,['English'],A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,['Paramount Pictures'],347019,143179,126561,6100,159,319,318,1577,2184,11368,19577,62547,51851,86319,236219,https://letterboxd.com/film/sunset-boulevard/
Paths of Glory,1957,Stanley Kubrick,"['Kirk Douglas', 'Ralph Meeker', 'Adolphe Menjou', 'George Macready', 'Wayne Morris', 'Richard Anderson', 'Joe Turkel', 'Christiane Kubrick', 'Jerry Hausner', 'Peter Capell', 'Emile Meyer', 'Bert Freed', 'Kem Dibbs', 'Timothy Carey', 'Fred Bell', 'John Stein', 'Harold Benedict', 'Paul Bös', 'James B. Harris', 'Marshall Rainer', 'Ira Moore', 'Wally Friedrichs', 'Halder Hanson', 'Roger Vagnoid']",4.45,nan,"['War', 'History', 'Drama']",88,['USA'],English,"['English', 'German', 'Latin']",A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,"['Bryna Productions', 'United Artists', 'Harris-Kubrick Productions']",280982,117582,99584,2400,130,236,244,1021,1671,8535,17074,59452,57914,60637,206914,https://letterboxd.com/film/paths-of-glory/
The Lives of Others,2006,Florian Henckel von Donnersmarck,"['Martina Gedeck', 'Ulrich Mühe', 'Sebastian Koch', 'Ulrich Tukur', 'Thomas Thieme', 'Hans-Uwe Bauer', 'Volkmar Kleinert', 'Matthias Brenner', 'Charly Hübner', 'Herbert Knaup', 'Bastian Trost', 'Marie Gruber', 'Volker Michalowski', 'Werner Daehn', 'Hinnerk Schönemann', 'Thomas Arnold', 'Ludwig Blochberger', 'Martin Brambach', 'Hubertus Hartmann', 'Paul Faßnacht', 'Paul Maximilian Schüller', 'Susanna Kraus', 'Michael Gerber', 'Fabian von Klitzing', 'Harald Polzin', 'Sheri Hagen', 'Gitta Schweighöfer', 'Hildegard Schroedter', 'Inga Birkenfeld', 'Jens Wassermann', 'Gabi Fleming', 'Kai Ivo Baulitz', 'Anabelle D. Munro', 'Klaus Münster']",4.28,nan,"['Drama', 'Thriller']",137,"['France', 'Germany']",German,['German'],"In 1984 East Berlin, an agent of the Stasi secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.","['Creado Film', 'Wiedemann & Berg Film', 'ARTE', 'BR', 'Beta Film']",206848,53516,56371,2300,189,347,351,1355,2087,8335,17144,45983,30488,27707,133986,https://letterboxd.com/film/the-lives-of-others/
Harakiri,1962,Masaki Kobayashi,"['Tatsuya Nakadai', 'Akira Ishihama', 'Shima Iwashita', 'Tetsuro Tamba', 'Masao Mishima', 'Ichirō Nakatani', 'Kei Satō', 'Yoshio Inaba', 'Hisashi Igawa', 'Tōru Takeuchi', 'Yoshirō Aoki', 'Tatsuo Matsumura', 'Akiji Kobayashi', 'Kōichi Hayashi', 'Ryūtarō Gomi', 'Jo Azumi', 'Nakajirō Tomita', 'Shichisaburo Amatsu', 'Kenzō Tanaka', 'Shin Nakahara', 'Tsuneo Ikeda', 'Minoru Miyagi', 'Takaaki Kadota', 'Ichiro Yamamoto', 'Gen Takasugi', 'Satoshi Nishida', 'Tetsuro Komiyama', 'Shûichirô Narita', 'Noboru Kasuga', 'Shinpachi Kura', 'Kenji Hayashi', 'Shōtarō Hayashi', 'Shimezo Kataoka', 'Bunya Ozawa', 'Konosuke Takemoto', 'Rentaro Mikuni']",4.69,nan,"['History', 'Drama', 'Action']",135,['Japan'],Japanese,['Japanese'],"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",['Shochiku'],163406,87803,74201,6700,215,189,111,475,607,2914,5599,22432,30648,64438,127628,https://letterboxd.com/film/harakiri/
Alien,1979,Ridley Scott,"['Tom Skerritt', 'Sigourney Weaver', 'Veronica Cartwright', 'Harry Dean Stanton', 'John Hurt', 'Ian Holm', 'Yaphet Kotto', 'Bolaji Badejo', 'Helen Horton']",4.26,nan,"['Horror', 'Science Fiction']",117,['USA'],English,"['English', 'Spanish']","During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.","['20th Century Fox', 'Brandywine Productions']",1820142,389679,665923,42000,1124,3359,2349,14021,15095,88275,113279,353895,218954,411399,1221750,https://letterboxd.com/film/alien/
Rear Window,1954,Alfred Hitchcock,"['James Stewart', 'Grace Kelly', 'Wendell Corey', 'Thelma Ritter', 'Raymond Burr', 'Judith Evelyn', 'Ross Bagdasarian', 'Georgine Darcy', 'Sara Berner', 'Frank Cady', 'Jesslyn Fax', 'Rand Harper', 'Irene Winston', 'Havis Davenport', 'Jerry Antes', 'Benny Bartlett', 'Sue Casey', 'Iphigenie Castiglioni', 'James Cornell', 'Don Dunning', 'Marla English', 'Bess Flowers', 'Art Gilmore', 'Fred Graham', 'Kathryn Grant', 'Charles Harvey', 'Len Hendry', 'Alfred Hitchcock', 'Harry Landers', 'Alan Lee', 'Mike Mahoney', 'Jonnie Paris', 'Eddie Parker', 'Robert Sherman', 'Dick Simmons', 'Ralph Smiley', 'Jack Stoney', 'Anthony Warde', 'Gig Young']",4.38,nan,"['Mystery', 'Thriller']",112,['USA'],English,['English'],A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,"['Paramount Pictures', 'Patron Inc.']",823045,210918,295522,15000,311,773,654,3710,5067,28975,47958,159393,113913,181785,542539,https://letterboxd.com/film/rear-window/
Cinema Paradiso,1988,Giuseppe Tornatore,"['Philippe Noiret', 'Jacques Perrin', 'Marco Leonardi', 'Salvatore Cascio', 'Agnese Nano', 'Antonella Attili', 'Pupella Maggio', 'Enzo Cannavale', 'Isa Danieli', 'Leo Gullotta', 'Brigitte Fossey', 'Leopoldo Trieste', 'Tano Cimarosa', 'Nicola Di Pinto', 'Roberta Lena', 'Nino Terzo', 'Turi Giuffrida', 'Mimmo Mignemi', 'Mariella Lo Giudice', 'Giorgio Libassi', 'Beatrice Palme', 'Ignazio Pappalardo', 'Angela Leontini', 'Turi Killer', 'Angelo Tosto', 'Franco Catalano', 'Giuseppe Tornatore', 'Nellina Lagana', 'Margherita Mignemi', 'Giuseppe Pellegrino', 'Concetta Borpagano']",4.47,nan,"['Drama', 'Romance']",124,"['France', 'Italy']",Italian,['Italian'],"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.","['RAI', 'Tre Forum', 'Les Films Ariane', 'TF1 Films Production']",420675,123852,175695,26000,282,595,463,2174,2838,12940,20297,66292,55319,128803,290003,https://letterboxd.com/film/cinema-paradiso/
The Intouchables,2011,"Olivier Nakache, Éric Toledano","['François Cluzet', 'Omar Sy', 'Dominique Henry', 'Anne Le Ny', 'Clotilde Mollet', 'Alba Gaïa Bellugi', 'Audrey Fleurot', 'Cyril Mendy', 'Christian Ameri', 'Marie-Laure Descoureaux', 'Salimata Kamate', 'Absa Diatou Toure', 'Dominique Daguier', 'François Caron', 'Thomas Solivérès', 'Grégoire Oestermann', 'Dorothée Brière', 'Joséphine de Meaux', 'Émilie Caen', 'Caroline Bourg', 'Sylvain Lazard', 'Jean-François Cayrey', 'Ian Fenelon', 'Renaud Barse', 'François Bureloup', 'Nicky Marbot', 'Benjamin Baroche', 'Jérôme Pauwels', 'Antoine Laurent', 'Fabrice Mantegna', 'Hedi Bouchenafa', 'Michel Winogradoff', 'Elliot Latil', 'Yun-Ping He', 'Kévin Wamo', 'Pierre-Laurent Barneron', 'Philippe Pozzo di Borgo']",4.13,nan,"['Drama', 'Comedy']",113,['France'],French,"['French', 'English']",A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,"['Gaumont', 'Quad Productions', 'Chaocorp', 'Ten Films', 'TF1 Films Production']",801294,73121,206845,7500,740,1708,1589,6792,9278,42948,64633,157891,76508,108392,470479,https://letterboxd.com/film/the-intouchables/
Casablanca,1942,Michael Curtiz,"['Humphrey Bogart', 'Ingrid Bergman', 'Paul Henreid', 'Claude Rains', 'Conrad Veidt', 'Sydney Greenstreet', 'Peter Lorre', 'S.Z. Sakall', 'Madeleine Lebeau', 'Dooley Wilson', 'Joy Page', 'John Qualen', 'Leonid Kinskey', 'Curt Bois', 'Enrique Acosta', 'Ed Agresti', 'Louis V. Arco', 'Frank Arnold', 'Leon Belasco', 'Nino Bellini', 'Oliver Blake', 'Monte Blue', 'Eugene Borden', 'Dick Botiller', 'Maurice Brierre', 'Sebastian Cabot', 'Anita Camargo', 'George M. Carleton', 'Spencer Chan', 'Melie Chang', 'Tex Cooper', 'Gino Corrado', 'Franco Corsaro', ""Adrienne D'Ambricourt"", 'Marcel Dalio', 'Helmut Dantine', 'Jean De Briac', 'George Dee', 'Jean Del Val', 'Carl Deloro', 'Joseph DeVillard', 'Arthur Dulac', 'William Edmunds', 'Herbert Evans', 'Fred Farrell', 'Adolph Faylauer', 'O.K. Ford', 'Martín Garralaga', 'Gregory Gaye', 'Gregory Golubeff', 'Ilka Grüning', 'Creighton Hale', 'Winifred Harris', 'Jamiel Hasson', 'Arthur Stuart Hull', 'Olaf Hytten', 'Charles La Torre', 'George J. Lewis', 'Manuel Lopez', 'Jacques Lory', 'Lou Marcelle', 'Tony Martelli', 'George Meeker', 'Lal Chand Mehra', 'Hercules Mendez', 'Louis Mercier', 'Torben Meyer', 'Alberto Morin', 'Leo Mostovoy', 'Corinna Mura', 'Barry Norton', 'Lotte Palfi Andor', 'Paul Panzer', 'Manuel París', 'Alexander Pollard', 'Frank Puglia', 'Georges Renavent', 'Dewey Robinson', 'Richard Ryen', 'Dan Seymour', 'Lester Sharpe', 'Dina Smirnova', 'Gerald Oliver Smith', 'George Sorel', 'Geoffrey Steele', 'Ludwig Stössel', 'Mike Tellegen', 'Rafael Trujillo', 'Jacques Vanaire', 'Ellinor Vanderveer', 'Norma Varden', 'Hans Heinrich von Twardowski', 'Jack Wise', 'Wolfgang Zilzer', 'Trude Berliner', 'Paul Porcasi', 'Max Linder', 'Frank Mazzola', 'Henry Rowland', 'Leo White', 'Paul Irving', 'Brandon Beach', 'Victor Romito', 'Michael Mark', 'Bhogwan Singh', 'Finn Zirzow']",4.27,nan,"['Drama', 'Romance']",102,['USA'],English,"['English', 'German', 'French', 'Italian']","In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",['Warner Bros. Pictures'],806653,206072,257182,15000,707,1942,1207,7212,7380,39870,49146,140393,85745,167048,500650,https://letterboxd.com/film/casablanca/
Léon: The Professional,1994,Luc Besson,"['Jean Reno', 'Natalie Portman', 'Gary Oldman', 'Danny Aiello', 'Peter Appel', 'Michael Badalucco', 'Ellen Greene', 'Elizabeth Regen', 'Carl J. Matusovich', 'Eric Challier', 'Willi One Blood', 'Don Creech', 'Keith A. Glascoe', 'Jernard Burks', 'Matt De Matt', 'Frank Senger', 'Stuart Rudin', 'Lucius Wyatt Cherokee', 'Maïwenn', 'Luc Bernard', 'Joseph Malerba', 'Adam Busch', 'Jessie Keosian', 'George Martin', 'Alex Dezen', 'Michael Mundra', 'Kent Broadhurst', 'Tommy Hollis', 'Peter Linari', 'Betty Miller', 'Arsène Jiroyan', 'Geoffrey Bateman', 'Peter Vizard', 'David W. Butler', 'Robert LaSardo', 'Steve Gonnelo', 'William James Stiggers Jr.', 'Sonny Zito', 'Randy Pearlstein', 'Jeff McBride', 'Fred Fischer', 'Crystal Blake', 'Cary Wong', 'Mario Todisco', 'Samy Naceri', 'Christophe Gautier', 'Junior Almeida', 'David Gregg', 'Michel Montanary', 'Hervé Husson', 'Didier Legros', 'Marc Andréoni', 'Gilles Kleber', 'Jean-Hugues Anglade', 'Michael Wehrhahn']",4.02,nan,"['Crime', 'Action', 'Drama']",111,"['USA', 'France']",English,"['English', 'French', 'Italian']","Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.","['Gaumont', 'Les Films du Dauphin', 'Columbia Pictures']",1433362,152918,465686,21000,4460,6644,4550,17686,20052,84483,119366,303058,139176,208825,908300,https://letterboxd.com/film/leon-the-professional/
