Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
"Girl, Interrupted",1999,James Mangold,"['Winona Ryder', 'Angelina Jolie', 'Clea DuVall', 'Brittany Murphy', 'Elisabeth Moss', 'Jared Leto', 'Jeffrey Tambor', 'Vanessa Redgrave', 'Whoopi Goldberg', 'Angela Bettis', 'Jillian Armenante', 'Drucie McDaniel', 'Alison Claire', 'Christina Myers', 'Joanna Kerns', 'Travis Fine', 'Gloria Barnhart', 'Josie Gammell', 'Bruce Altman', 'Mary Kay Place', 'Ray Baker', 'KaDee Strickland', 'Christian Monroe', 'Kurtwood Smith', 'David Scott Taylor', 'Janet Greer', 'Christopher Grimaldi', 'Ginny Graham', 'Richard Domeier', 'John Kirkman', 'Sally Bowman', 'Misha Collins', 'John Lumia', 'Marilyn Brett', 'Henry Alex Rubin', 'Marilyn Spanier', 'Linda Gilvear', 'Allen Strange', 'Spencer Gates', 'Rebecca Derrick', 'Anne Connors', 'Steve Altes', 'Joe Gerety', 'Anne Lewis', 'Donny Martino', 'John Levin', 'Irene Longshore', 'Katie Rimmer', 'Jonathan Martin Spirk']",3.91,nan,['Drama'],127,['USA'],English,['English'],"Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.","['Red Wagon Entertainment', 'Columbia Pictures']",1109102,161654,419209,39000,792,2266,2136,12297,17087,86545,110790,236423,84158,201333,753827,https://letterboxd.com/film/girl-interrupted/
Neon Genesis Evangelion: The End of Evangelion,1997,"Hideaki Anno, Kazuya Tsurumaki","['Megumi Ogata', 'Megumi Hayashibara', 'Kotono Mitsuishi', 'Yuko Miyamura', 'Fumihiko Tachiki', 'Miki Nagasawa', 'Takehito Koyasu', 'Hiro Yuuki', 'Yuriko Yamaguchi', 'Motomu Kiyokawa', 'Akira Ishida', 'Mugihito', 'Koichi Yamadera']",4.47,nan,"['Science Fiction', 'Drama', 'Action', 'Animation']",87,['Japan'],Japanese,['Japanese'],"Seele orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can trigger Third Impact and Instrumentality under his control.","['GAINAX', 'movic', 'Star Child Recording', 'TV Tokyo', 'Production I.G', 'KADOKAWA Shoten', 'Toei Company', 'SEGA']",469198,87692,208796,27000,1171,1458,959,3243,3681,14405,19906,62921,53791,160505,322040,https://letterboxd.com/film/neon-genesis-evangelion-the-end-of-evangelion/
Your Name.,2016,Makoto Shinkai,"['Ryunosuke Kamiki', 'Mone Kamishiraishi', 'Ryo Narita', 'Aoi Yuki', 'Nobunaga Shimazaki', 'Kaito Ishikawa', 'Kanon Tani', 'Masaki Terasoma', 'Sayaka Ohara', 'Kazuhiko Inoue', 'Chafurin', 'Yuka Kato', 'Kana Hanazawa', 'Masami Nagasawa', 'Etsuko Ichihara', 'Yuka Terasaki', 'Takashi Onozuka', 'Yohei Namekawa', 'Miyuu Tsuji', 'Shinya Hamazoe', 'Kanami Satou', 'Shinjirou Gouda', 'Yasuhiro Kikuchi', 'Tamari Hinata', 'Nozomi Yamane', 'Yuuki Shin', 'Tatsuya Murakami', 'Nodoka Hasegawa', 'Baron Yamazaki', 'Mimi Tamaki', 'Suguru Inoue', 'Ryoko Usami', 'Miho Morisaki', 'Tomohiro Yamaguchi', 'Tsuyoshi Minamijima', 'Aika Oomae', 'Takayuki Nakatsukasa', 'Hiroki Matsukawa', 'Shouko Negoro', 'Yuki Ominami', 'Manami Hanawa', 'Miho Tabata', 'Aiko Matsuzaka', 'Eriko Tomioka', 'Eiji Yamamoto', 'Tomoki Lavernhe', 'Haruna Okawa', 'Yuine Ikeda', 'Dan Kanemitsu', 'C. Elliott Wong', 'Simona Stanzani Pini', 'Chris McKenna', 'Akira Kuwahara', 'Yusuke Takeda']",4.22,nan,"['Romance', 'Animation', 'Drama']",106,['Japan'],Japanese,['Japanese'],"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.","['CoMix Wave Films', 'TOHO', 'KADOKAWA', 'jeki', 'AMUSE', 'voque ting', 'Lawson Entertainment']",1263483,178662,479508,30000,2290,4229,3374,14540,17210,68869,88832,228415,141577,305184,874520,https://letterboxd.com/film/your-name/
The Godfather Part II,1974,Francis Ford Coppola,"['Al Pacino', 'Robert Duvall', 'Diane Keaton', 'Robert De Niro', 'John Cazale', 'Talia Shire', 'Lee Strasberg', 'Michael V. Gazzo', 'G. D. Spradlin', 'Richard Bright', 'Gastone Moschin', 'Tom Rosqui', 'Bruno Kirby', 'Frank Sivero', 'Francesca De Sapio', 'Morgana King', 'Marianna Hill', 'Leopoldo Trieste', 'Dominic Chianese', 'Amerigo Tot', 'Troy Donahue', 'John Aprea', 'Joe Spinell', 'Abe Vigoda', 'Tere Livrano', 'Gianni Russo', 'Maria Carta', 'Oreste Baldini', 'Giuseppe Sillato', 'Mario Cotone', 'James Gounaris', 'Fay Spain', 'Harry Dean Stanton', 'David Baker', 'Carmine Caridi', 'Danny Aiello', 'Carmine Foresta', 'Nick Discenza', 'Joseph Medaglia', 'William Bowers', 'Joseph Della Sorte', 'Carmen Argenziano', 'Joe Lo Grippo', 'Ezio Flagello', 'Livio Giorgi', 'Kathleen Beller', 'Saveria Mazzola', 'Tito Alba', 'Johnny Naranjo', 'Elda Maida', 'Salvatore Po', 'Ignazio Pappalardo', 'Andrea Maugeri', 'Peter LaCorte', 'Vincent Coppola', 'Peter Donat', 'Tom Dahlgren', 'Paul B. Brown', 'Phil Feldman', 'Roger Corman', 'Ivonne Coll', 'Joe De Nicola', 'Edward Van Sickle', 'Gabriella Belloni', 'Richard Watson', 'Venancia Grangerard', 'Erica Yohn', 'Teresa Tirelli', 'James Caan', 'Italia Coppola', 'Roman Coppola', 'Sofia Coppola', 'Victor Pujols Faneyte', 'Julie Gregg', 'Larry Guardino', 'Buck Houghton', 'Sho Kosugi', 'Gary Kurtz', 'Richard Matheson', 'John Megna', 'Jay Rasumny', 'Filomena Spagnuolo', 'Julian Voloshin']",4.59,nan,"['Crime', 'Drama']",202,['USA'],English,"['English', 'Italian', 'Latin', 'Spanish']","In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.","['Paramount Pictures', 'The Coppola Company', 'American Zoetrope']",1250296,247415,454673,30000,824,1465,759,4986,4672,30396,36949,149268,146025,436426,811770,https://letterboxd.com/film/the-godfather-part-ii/
Fallen Angels,1995,Wong Kar-wai,"['Leon Lai', 'Charlie Yeung', 'Takeshi Kaneshiro', 'Karen Mok Man-Wai', 'Michelle Reis', 'Chan Man-Lei', 'Toru Saito', 'Benz Kong To-Hoi', 'Chan Fai-hung', 'Kwan Lee-na', 'Wu Yuk-Ho', 'Johnnie Kong', 'Chun Kang Wang', 'Mak Shu-San', 'Choi Kwok-Ping', 'Chan Siu-Wah', 'Chow Gam-Kong', 'Leung Shing-Hung', 'Wong Kim-Wai', 'Wong Kim-Bun', 'Choi Kwok-Keung', 'Lee Tat-Chiu', 'Cheung Chi-Ping']",4.19,nan,"['Crime', 'Romance', 'Action']",98,['Hong Kong'],Cantonese,"['Cantonese', 'English', 'Japanese', 'Chinese']","An assassin goes through obstacles as he attempts to escape his violent lifestyle despite the opposition of his partner, who is secretly attracted to him.","['Jet Tone Production', 'Block 2 Pictures']",537405,146241,236037,28000,648,1393,1239,5408,7656,31067,48897,122180,74563,115673,408724,https://letterboxd.com/film/fallen-angels/
The Lighthouse,2019,Robert Eggers,"['Robert Pattinson', 'Willem Dafoe', 'Valeriia Karaman', 'Logan Hawkes', 'Kyla Nicolle', 'Shaun Clarke', 'Pierre Richard', 'Preston Hudson', 'Jeff Cruts', 'Sully Seagull']",4.03,nan,"['Horror', 'Drama', 'Thriller', 'Fantasy']",109,"['Brazil', 'USA']",English,['English'],Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,"['RT Features', 'New Regency Pictures', 'Parts & Labor', 'Maiden Voyage Pictures']",1411708,315278,526102,24000,4265,10817,5834,29924,26633,106646,126568,319027,176174,244151,1050039,https://letterboxd.com/film/the-lighthouse-2019/
Apocalypse Now,1979,Francis Ford Coppola,"['Martin Sheen', 'Frederic Forrest', 'Albert Hall', 'Laurence Fishburne', 'Sam Bottoms', 'Marlon Brando', 'Robert Duvall', 'Dennis Hopper', 'G. D. Spradlin', 'Harrison Ford', 'Jerry Ziesmer', 'Scott Glenn', 'James Keane', 'Kerry Rossall', 'Tom Mason', 'Cynthia Wood', 'Colleen Camp', 'Linda Carpenter', 'Aurore Clément', 'Jack Thibeau', 'Glenn Walken', 'Damien Leake', 'Marc Coppola', 'Bill Graham', 'Jerry Ross', 'Charles Robinson', 'Nick Nicholson', 'Don Gordon Bell', 'Evan A. Lottman', 'R. Lee Ermey', 'Jim Gaines', 'Vittorio Storaro', 'Francis Ford Coppola', 'Henry Strzalkowski', 'Herb Rice', 'Joe Estevez', 'Bo Byers', 'Frank Villard']",4.44,nan,"['Drama', 'War']",147,['USA'],English,"['English', 'Khmer', 'French', 'Vietnamese']","At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.","['United Artists', 'American Zoetrope']",956420,246991,329114,30000,1017,2178,1411,7492,7275,35772,45344,148956,126744,260412,636601,https://letterboxd.com/film/apocalypse-now/
The Handmaiden,2016,Park Chan-wook,"['Kim Min-hee', 'Kim Tae-ri', 'Ha Jung-woo', 'Cho Jin-woong', 'Kim Hae-sook', 'Moon So-ri', 'Lee Yong-nyeo', 'Kwak Eun-jin', 'Lee Dong-hwi', 'Jo Eun-hyung', 'Rina Takagi', 'Han Ha-na', 'Lee Kyu-jung', 'Kim See-eun', 'Ha Si-yeon', 'Eun-yeong Kim', 'Jeong Ha-dam', 'Yoo Min-chae', 'Won Geun-hui', 'Kim Jong-dae', 'Jang Han-sun', 'Kim Lee-woo', 'Shinsuke Fujimoto', 'Katsuhiro Nagano', 'Lee Ji-ha', 'Tomomitsu Adachi', 'Takashi Kakizawa', 'Seo-Yoon Hwang', 'Shin-hye Park', 'Lee Ji-hye', 'So-Yeon Heo', 'Lee Yoon-jae', 'Choi Jong-ryul', 'Kim Joon-woo', 'Bae Il-hyuck', 'Kim Soo-woong', 'Yong-Hyun Jo', 'Park Ki-ryung', 'Choi Byung-mo', 'Han Chang-hyun', 'Kim In-woo', 'Kwon Hyuk', 'Hyung-tae Im', 'Oh Man-seok', 'Kim Byung Gi', 'In-su Kim', 'Alexander Scarborough', 'Jin-Chul Kim', 'Do-Hyung Kim', 'Eun-ji Hong', 'Song Da-eun', 'Jeong In-kyeom', 'Nam Gyeong-min', 'Ahn Seong-bong', 'Seon Uk-hyeon', 'Lee In-chul']",4.41,nan,"['Thriller', 'Romance', 'Drama']",145,['South Korea'],Korean,"['Korean', 'Japanese']","In 1930s Korea, a swindler and a young woman pose as a Japanese count and a handmaiden to seduce a Japanese heiress and steal her fortune.","['Moho Film', 'Yong Film', 'CJ Entertainment']",680076,206435,286985,33000,832,1304,995,4360,5217,22906,38338,126964,116774,195130,512820,https://letterboxd.com/film/the-handmaiden/
Hereditary,2018,Ari Aster,"['Toni Collette', 'Alex Wolff', 'Gabriel Byrne', 'Ann Dowd', 'Milly Shapiro', 'Mallory Bechtel', 'Brock McKinney', 'Jake Brown', 'Morgan Lund', 'Christy Summerhays', 'Bus Riley', 'Jarrod Phillips', 'Heidi Mendez', 'Zachary Arthur', 'David Stanley', 'Moises L. Tovar', 'Austin R. Grant', 'Gabriel Monroe Eckert', 'Harrison Nell', 'BriAnn Rachele', 'Pat Barnett Carr', 'Ari Aster', 'Marilyn Miller', 'Mark Blockovich', 'Rachelle Hardy', 'Jason Miyagi', 'Lorenzo Silva', 'Alexis Long']",3.96,nan,"['Thriller', 'Horror', 'Mystery']",128,['USA'],English,['English'],"Following the death of the Leigh family matriarch, Annie and her children uncover disturbing secrets about their heritage. Their daily lives are not only impacted, but they also become entangled in a chilling fate from which they cannot escape, driving them to the brink of madness.",['PalmStar Media'],2368993,381542,870832,37000,8905,21226,10888,54980,44055,184355,189589,508095,255713,446126,1723932,https://letterboxd.com/film/hereditary/
The Thing,1982,John Carpenter,"['Kurt Russell', 'Keith David', 'Wilford Brimley', 'T.K. Carter', 'David Clennon', 'Richard Dysart', 'Charles Hallahan', 'Peter Maloney', 'Richard Masur', 'Donald Moffat', 'Joel Polis', 'Thomas G. Waites', 'Norbert Weisser', 'Larry Franco', 'Nate Irwin', 'William Zeman', 'Adrienne Barbeau', 'John Carpenter']",4.35,nan,"['Mystery', 'Science Fiction', 'Horror']",109,['USA'],English,"['English', 'Norwegian']","In the winter of 1982, a twelve-man research team at a remote Antarctic research station discovers an alien buried in the snow for over 100,000 years. Soon unfrozen, the form-changing creature wreaks havoc, creates terror... and becomes one of them.","['Universal Pictures', 'The Turman-Foster Company']",1078805,333945,443550,45000,794,1850,1308,7397,8508,44216,64732,201247,148496,299935,778483,https://letterboxd.com/film/the-thing/
Aftersun,2022,Charlotte Wells,"['Paul Mescal', 'Frankie Corio', 'Brooklyn Toulson', 'Celia Rowlson-Hall', 'Sally Messham', 'Ayşe Parlak', 'Sophia Lamanova', 'Spike Fearn', 'Harry Perdios', 'Frank Corio', 'Ruby Thompson', 'Ethan James Smith', 'Onur Ekşioğlu', 'Cafer Karahan', 'Kayleigh Coleman', 'John Stuifzand', 'Tyler Mutlu', 'Kieran Burton', 'Nijat Gachayev', 'Sarah Makharine', 'Erol Cengizalp', 'Djamel Turner']",4.23,nan,['Drama'],101,"['UK', 'USA']",English,"['English', 'Spanish', 'Turkish']",Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between miniDV footage as she tries to reconcile the father she knew with the man she didn't.,"['PASTEL', 'BBC Film', 'Tango Entertainment', 'Unified Theory', 'Screen Scotland', 'BFI']",1118895,289650,494368,64000,1665,3938,2708,13752,16067,65016,89497,247836,173543,319088,933110,https://letterboxd.com/film/aftersun/
Black Swan,2010,Darren Aronofsky,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Barbara Hershey', 'Winona Ryder', 'Benjamin Millepied', 'Ksenia Solo', 'Kristina Anapau', 'Janet Montgomery', 'Sebastian Stan', 'Toby Hemingway', 'Sergio Torrado', 'Mark Margolis', 'Tina Sloan', 'Abraham Aronofsky', 'Charlotte Aronofsky', 'Marcia Jean Kurtz', ""Shaun O'Hagan"", 'Chris Gartin', 'Deborah Offner', 'Stanley B. Herman', 'Michelle Rodriguez Nouel', 'Kurt Froman', 'Marty Krzywonos', 'Leslie Lyles', 'John Epperson', 'Arkadiy Figlin', 'Tim Fain', 'Sarah Lane', 'Liam Flaherty', 'Patrick Heusinger', 'Marina Stavitskaya', 'Olga Kostritzky', 'Christine Redpath', 'Alexandra Damiani', 'Rebecca Azenberg', 'Laura Bowman', 'Holly L. Fusco', 'Abigail Mentzer', 'Barette Vance', 'Lillian di Piazza', 'Megan Dickinson', 'Jessy Hendrickson', 'Geneviève Lebean', 'Rachel Jambois', 'Ryoko Sadoshima', 'Kaia A. Tack', 'Lauren Fadeley', 'Sarah Hay', 'Adrianna de Svastich', 'Jamie Wolf', 'Carrie Lee Riggins', 'Gina Artese', 'Daralina Komar', 'Tim Lacatena', 'Alyson Cambridge', 'Anne Bergstedt Jordanova']",4.15,nan,"['Drama', 'Thriller', 'Horror']",109,['USA'],English,"['English', 'French', 'Italian']","The story of Nina, a ballerina in a New York City ballet company whose life, like all those in her profession, is completely consumed with dance. She lives with her retired ballerina mother Erica who zealously supports her daughter's professional ambition. When artistic director Thomas Leroy decides to replace prima ballerina Beth MacIntyre for the opening production of their new season, Swan Lake, Nina is his first choice.","['Fox Searchlight Pictures', 'Cross Creek Pictures', 'Protozoa Pictures', 'Phoenix Pictures', 'Dune Entertainment']",2656177,368333,1025718,73000,2320,6867,3946,29276,24490,162336,165537,530512,257582,580370,1763236,https://letterboxd.com/film/black-swan/
Scream,1996,Wes Craven,"['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Matthew Lillard', 'Rose McGowan', 'Skeet Ulrich', 'Jamie Kennedy', 'W. Earl Brown', 'Joseph Whipp', 'Liev Schreiber', 'Drew Barrymore', 'Roger L. Jackson', 'Kevin Patrick Walls', 'David Booth', 'Carla Hatley', 'Lawrence Hecht', 'Lois Saunders', 'Lisa Beach', 'Tony Kilbert', 'C.W. Morgan', 'Frances Lee McCain', 'Troy Bishop', 'Ryan Kennedy', 'Leonora Scelfo', 'Nancy Anne Ridder', 'Lisa Canning', 'Bonnie Wood', 'Aurora Draper', 'Kenny Kwong', 'Justin Sullivan', 'Kurtis Bedford', 'Angela Miller', 'Henry Winkler', 'Linda Blair', 'Wes Craven', 'Lynn McRee']",4.02,nan,"['Mystery', 'Crime', 'Horror']",112,['USA'],English,['English'],"A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.","['Dimension Films', 'Woods Entertainment']",1861779,405194,701491,75000,1493,4891,3359,22629,23940,133253,149989,381499,155257,380720,1257030,https://letterboxd.com/film/scream/
Little Women,2019,Greta Gerwig,"['Saoirse Ronan', 'Emma Watson', 'Florence Pugh', 'Eliza Scanlen', 'Laura Dern', 'Timothée Chalamet', 'Tracy Letts', 'Bob Odenkirk', 'James Norton', 'Louis Garrel', 'Jayne Houdyshell', 'Chris Cooper', 'Meryl Streep', 'Rafael Silva', 'Mason Alban', 'Emily Edström', 'Maryann Plunkett', 'Hadley Robinson', 'Lonnie Farmer', 'Charlotte Kinder', 'Ana Cruz Kayne', 'Edgar Damatian', 'Erin Rose', 'Lizzie Short', 'Dash Barber', 'Edward Fletcher', 'Sasha Frolova', 'David J. Curtis', 'Harper Pilat', 'Eowyn Young', 'Lucy Austin', 'Bill Mootos', 'Lewis D. Wheeler', 'Jen Nikolaisen', 'Jonathon Acorn', 'Abby Quinn', 'Lilly Englert', 'J.M. Davis', 'Tom Kemp', 'Daniel Shea', 'Anthony Estrella', 'Adrianne Krstansky', 'Sophia Gialloreto', 'Lily Gavin', 'Finola Weller Baldet', 'Flannery Gregg', 'Tony Tucker', 'Joanne Caidor', 'Rosario Guillen', 'Margaret Clinton Weeks', 'Alexander Jimenez', 'Natalie Kurzava', 'J. Michael Winward', 'Adrian Hoffman', 'Stephen Ursprung', 'Tyler Catanella', 'Jenna Pollack', 'Meghan Hornblower', 'Elizabeth Dunn', 'Danielle Pastuszak', 'Shawn Ahern', 'Ellen Oliver', 'Haley Grove', 'Sydney Grant', 'Sayer Mansfield', 'Jen Passios', 'Juliana Utz', 'Justin Genna', 'Mathew Steele', 'Preston Martin', 'Taylor Jorgensen', 'Nicholas Deyo', 'Lily Peterson', 'Jared Reinfeldt', 'Amber Rothberg', 'Liam Buckley']",4.15,nan,"['Romance', 'History', 'Drama']",135,['USA'],English,"['English', 'French']",Four sisters come of age in America in the aftermath of the Civil War.,"['Columbia Pictures', 'Regency Enterprises', 'Pascal Pictures']",2343456,404283,1057051,116000,2174,6533,4002,26953,25168,150050,153517,460740,225296,617658,1672091,https://letterboxd.com/film/little-women-2019/
Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,"['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo', 'Elijah Wood', 'Tom Wilkinson', 'Jane Adams', 'David Cross', ""Deirdre O'Connell"", 'Thomas Jay Ryan', 'Ryan Whitney', 'Lola Daehler', 'Debbon Ayer', 'Gerry Robert Byrne', 'Brian Price', 'Josh Flitter', 'Paulie Litt', 'Amir Ali Said', 'Lauren Adler']",4.25,nan,"['Science Fiction', 'Romance', 'Drama']",108,['USA'],English,['English'],"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.","['Focus Features', 'Anonymous Content', 'This is that']",2762051,420271,1203819,130000,2749,8224,4502,28928,24737,143371,161512,522380,303967,704038,1904408,https://letterboxd.com/film/eternal-sunshine-of-the-spotless-mind/
Babylon,2022,Damien Chazelle,"['Brad Pitt', 'Margot Robbie', 'Diego Calva', 'Jean Smart', 'Flea', 'Jovan Adepo', 'J.C. Currais', 'Jimmy Ortega', 'Hansford Prince', 'Telvin Griffin', 'Olivia Wilde', 'Circus-Szalewski', 'Lukas Haas', 'Li Jun Li', 'Kaia Gerber', 'Patrick Fugit', 'Eric Roberts', 'Cici Lau', 'Tyler Seiple', 'Zack Newick', 'Rory Scovel', 'Olivia Hamilton', 'P.J. Byrne', 'Alexandre Chen', 'Bob Clendenin', 'Miraj Grbić', 'Johnny Hoops', 'James Wellington', 'Carlos Nunez', 'Laura Steinel', 'Danny Jolles', 'James Vincent', 'Richard Clarke Larsen', 'Max Minghella', 'Samara Weaving', 'Jeff Garlin', 'Anthony Burkhalter', 'Terry Walters', 'Trisha Simmons', 'Ariel Flores', 'Karolina Szymczak', ""Sean O'Bryan"", 'David Ury', 'Katia Gomez', 'Vanessa Bednar', 'Carson Higgins', 'Armando Cosio', 'Frederick Koehler', 'Spencer Morgan', 'Ric Sarabia', 'Jim Allen Jackson', 'Katherine Waterston', 'Yissendy Trinidad', 'Cyrus Hobbi', 'Anton Hedayat', 'Hayley Huntley', 'John Mariano', 'Christopher Allen', 'Arely Vianet', 'Jeremy Roberts', 'Alex Reznik', 'Chloe Fineman', 'Pat Skipper', 'John Kerry', 'Sarah Ramos', 'Jennifer Grant', 'Julian Lefevre', 'Taylor Nichols', 'Bryan Scott Johnson', 'Kelly Meyer', 'Brenna Power', 'David Abed', 'Kevin Symons', 'Jonathan Thomson', ""Jim O'Brien"", 'Chris Doubek', 'Dorian Martin', 'Todd Giebenhain', 'Mather Zickel', 'Ireland Sexton', 'Andrew Hawtrey', 'Mike Fletcher', 'Jonathan Ohye', 'James Crittenden', 'Pete Ploszek', 'Robert Beitzel', 'Ethan Suplee', 'Walker Hare', 'Douglas Fruchey', 'Taylor Hill', 'Marc Platt', 'Stephen Thomas', 'Sophia Magaña', 'Karen Bethzabe', 'Oscar Balderrama', 'Aurielle Simmons', 'Eamon Hunt', 'Kenajuan Bentley', 'John Macey', 'Marcos A. Ferraez', 'Phoebe Tonkin', 'Troy Metcalf', 'Albert Hammond Jr.', 'Cutty Cuthbert', 'Bregje Heinen', 'Dana Marcolina', 'Tal Seder', 'Robert Morgan', 'Nana Ghana', 'Joe Dallesandro', 'E.E. Bell', 'Sol Landerman', 'Karina Fontes', 'Tobey Maguire', 'Shane Powers', 'David Lau', 'Noah Reilly', 'Jeremy Lappitt', 'Robert Verdi', 'Kenneth Foerch', 'Sean Franz', 'Jonathan Stehney', 'Andrew Leonard', 'Richard Dobeck', 'Alex Budman', 'Jacob Scesney', 'Frank Fontaine', 'Anibal Seminario', 'Scott Mayo', 'Dan Kaneyuki', 'Alex Sadnik', 'John Mitchell', 'Gerald Dixon', 'Rickey D. Woodard', 'Jonathan James Thompson', 'Francis C. Edemobi', 'Larry O. Williams', 'Aaron Shaw', 'Micah Wright', 'Rayner Fernandez', 'Glen Turner', 'Roy Wiegand', 'Bryce Schmidt', 'Sean Billings', 'Aaron O. Smith', 'Justin Gilmore', 'Johnny Britt', 'Keith Beyer', 'Luis Gonzalez', 'Francisco Torres', 'Gary Hickman', 'Steve Suminski', 'Wendell Kelly', 'Byron Sleugh', 'Ryan Porter', 'Jeffery Miller', 'Mykail McDade', 'William Roper', 'Philip Keen', 'Erm Navarro', 'Alvin Starks', 'Robert Murray', 'John Polite', 'Errol Rhoden III', 'Kyle Richter', 'Sidney Hopson', 'Ronald Bruner', 'Dramane Kone', 'Lyndon Rochelle', 'Joey de Leon', 'Dayramir Gonzàlez', 'Greg Sadler', 'Michael Naishtut', 'Joseph Small', 'Avery Baylin', 'Jalen Harvey', 'Lara Wickes', 'Andrew Lederman', 'Karen Han', 'Justin Smith', 'Mateo Pollock', 'Hamed Santigui Camara', 'Brandon Owens', 'John Fluker', 'Jordan Seigel', 'Ralph Nader', 'Kevin Toney', 'Eric Reed', 'John Proulx', 'Michael Bustamante', 'Darrell Alston', 'Evan Greer', 'Gregory Poree', 'Joshua Alfaro', 'Brent Tyler', 'Ian Wurfl', 'Keelan Tobia', 'Justin Hargrove', 'Greg Webster', 'Luis Vadel', 'Benjamin Jacobson', 'Dean Anderson', 'Joel Pargman', 'Steve Huber', 'Eric Boulanger', 'Fernando Arroyo Lascurain', ""Lora'nd Lokustza"", 'Michael Freed', 'Robert Miskey', 'Robin Olson', 'Aaron Oltman', 'Peter Hatch', 'Phillip Triggs', 'Rodney Wirtz', 'Zach Dellinger', 'Benjamin Hoffman', 'Benjamin Penzner', 'Alex Mansour', 'Evgeny Tonkha', 'Michael Kaufman', 'Steve Velez', 'Raymond Newell', 'Del Atkins', 'Edwin Livingston', 'Miguel Norwood', 'Frank Abraham', 'Richard Simon', 'Marlon Martinez', 'Spike Jonze', 'Lewis Tan', 'Manny Liotta', 'Freya Parker', 'Anna Chazelle', 'Mike C. Manning', 'Anna Dahl', 'Jennifer Mariela Bermeo', 'Azizi Donnelly', 'Masha Ko', 'Ana Bergman', 'Edwin Taylor']",3.83,nan,"['Comedy', 'Drama']",189,['USA'],English,"['English', 'Cantonese', 'Spanish']","A tale of outsized ambition and outrageous excess, tracing the rise and fall of multiple characters in an era of unbridled decadence and depravity during Hollywood's transition from silent films to sound films in the late 1920s.","['Paramount Pictures', 'Marc Platt Productions', 'Material Pictures', 'C2 Motion Picture Group', 'Organism Pictures', 'Wild Chickens Productions']",864426,204666,306817,20000,3860,8575,6793,25827,29251,83631,104257,196399,116213,132995,707801,https://letterboxd.com/film/babylon-2022/
