Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
The Drop,2014,Michaël R. Roskam,"['Tom Hardy', 'Noomi Rapace', 'James Gandolfini', 'Matthias Schoenaerts', 'John Ortiz', 'Ann Dowd', 'Michael Aronov', 'James Frecheville', 'Elizabeth Rodriguez', 'Tobias Segal', 'Michael Esper', 'Morgan Spector', 'Ross Bickell', 'Patricia Squire', 'Chris Sullivan', 'Lucas Caleb Rooney', 'Jeremy Bobb', 'James Colby', 'Mike Houston', ""Michael O'Hara"", 'Scott Johnsen', 'David Brown', 'Jessica Tate', 'John Di Benedetto', 'Robert Turano', 'Erin Darke', 'Khan Baykal', 'Jack Dimich', 'Danny McCarthy', 'Cathy Trien', 'Alex Ziwak']",3.48,nan,"['Drama', 'Crime']",106,['USA'],English,['English'],"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.","['Fox Searchlight Pictures', 'Chernin Entertainment', 'TSG Entertainment', 'Ingenious Media']",85311,12057,15837,103,109,307,456,2219,4200,14771,19037,14835,2641,1678,60253,https://letterboxd.com/film/the-drop-2014/
Perfect Days,2023,Wim Wenders,"['Koji Yakusho', 'Tokio Emoto', 'Arisa Nakano', 'Aoi Yamada', 'Yumi Asou', 'Sayuri Ishikawa', 'Tomokazu Miura', 'Min Tanaka', 'Miyako Tanaka', 'Long Mizuma', 'Soraji Shibuya', 'Aoi Iwasaki', 'Kisuke Shimazaki', 'Yuriko Kawasaki', 'Aki Kobayashi', 'Bunmei Harada', 'Reina', 'Shunsuke Miura', 'Gan Furukawa', 'Atsushi Fukazawa', 'Taijirō Tamura', 'Masahiro Koumoto', 'Makiko Okamoto', 'Daigo Matsui', 'Nao Takahashi', 'Nari Saitô', 'Hiroto Oshita', 'Naoko Ken', 'Mijika Nagai', 'Motomi Makiguchi', 'Isao Matsui', 'Aoi Yoshida', 'Motoyuki Shibata', 'Inuko Inuyama', 'Moro Morooka', 'Morio Agata', 'Nijika Tonouchi', 'Yasushi Okuwa', 'Hairi Katagiri', 'Tateto Serizawa', 'Yoneko Matsukane', 'Tamae Ando']",4.28,nan,['Drama'],124,"['Germany', 'Japan']",Japanese,"['Japanese', 'English']","Hirayama is content with his life as a toilet cleaner in Tokyo. Outside of his structured routine, he cherishes music on cassette tapes, books, and taking photos of trees. Through unexpected encounters, he reflects on finding beauty in the world.","['Master Mind', 'Wenders Images']",493744,118977,228202,17000,416,1034,904,4026,5538,23407,42669,124533,88545,122850,413922,https://letterboxd.com/film/perfect-days-2023/
The Darjeeling Limited,2007,Wes Anderson,"['Owen Wilson', 'Adrien Brody', 'Jason Schwartzman', 'Amara Karan', 'Wallace Wolodarsky', 'Waris Ahluwalia', 'Irrfan Khan', 'Barbet Schroeder', 'Camilla Rutherford', 'Bill Murray', 'Anjelica Huston', 'A. P. Singh', 'Kumar Pallana', 'Dalpat Singh', 'Trudy Mathis', 'Margot Gödrös', 'Hitesh Sindi', 'Kishen Lal', 'Bhawani Sankar', 'Mukhtiar Bhai', 'Suraj Kumar', 'Kapil Dubey', 'Mulchand Dedhia', 'Dinesh Bishnoi', 'Mukesh Bishnoi', 'Ramesh Bishnoi', 'Sriharsh Sharma', 'Chanduram Bishnoi', 'Sajjanji Bishnoi', 'Pukaram Bishnoi', 'Sushila Devi', 'Ratan Lal Ji', 'Arun Bishnoi', 'Jhalaram Bishnoi', 'Mularam Bishnoi', 'Anand Pathe', 'Bhawar Lal', 'Kaana Ram', 'Rupa Ram', 'Shava Ram', 'Ruka Ram', 'Bhura Ram', 'Buramji Ram', 'Tuka Ram', 'Bhanwar Singh', 'Bhanwar Paliwal', 'Moti Ram', 'Kishna Ram', 'Khewal Ram Paliwal', 'Ravi Acharya', 'Jai Prakash Sharma', 'Badhri Dave', 'Vincetta Easley', 'John Joseph Gallagher', 'G.B. Singh', 'Bhavna Narang', 'Sunil Chabra', 'Narender Singh Hada', 'Thupten Gyatso', 'Gurdeep Singh', 'Charu Shankar', 'Natalie Portman']",3.82,nan,"['Comedy', 'Adventure', 'Drama']",92,['USA'],English,"['English', 'Hindi', 'German', 'Tibetan']","Three American brothers who have not spoken to each other in a year set off on a train voyage across India with a plan to find themselves and bond with each other -- to become brothers again like they used to be. Their ""spiritual quest"", however, veers rapidly off-course (due to events involving over-the-counter pain killers, Indian cough syrup, and pepper spray).","['Fox Searchlight Pictures', 'Collage', 'American Empirical Pictures']",593037,124054,183507,9400,569,1744,1622,8876,13954,59547,89477,125951,44099,50461,396300,https://letterboxd.com/film/the-darjeeling-limited/
Rope,1948,Alfred Hitchcock,"['John Dall', 'Farley Granger', 'James Stewart', 'Joan Chandler', 'Douglas Dick', 'Edith Evanson', 'Constance Collier', 'Cedric Hardwicke', 'Dick Hogan', 'Alfred Hitchcock']",4.13,nan,"['Crime', 'Drama', 'Thriller']",81,['USA'],English,['English'],Two friends attempt to prove they committed the perfect murder by hosting a dinner for the family of a classmate they strangled to death.,['Transatlantic Pictures'],309978,97178,101952,2700,126,324,354,1809,3283,17166,33384,84236,42236,37368,220286,https://letterboxd.com/film/rope/
Marat/Sade,1967,Peter Brook,"['Patrick Magee', 'Ian Richardson', 'Michael Williams', 'Clifford Rose', 'Glenda Jackson', 'Freddie Jones', 'Hugh Sullivan', 'John Hussey', 'William Morgan Sheppard', 'Jonathan Burn', 'Jeanette Landis', 'Robert Langdon Lloyd', 'John Steiner', 'James Mellor', 'Henry Woolf', 'John Harwood', 'Leon Lissek', 'Susan Williamson', 'Carol Raymont', 'Mary Allen', 'Brenda Kempner', 'Mark Jones', 'Maroussia Frank', 'Tamara Fuerst', 'Sheila Grant', 'Lynn Pinkney', 'Ian Hogg', 'Ruth Baker', 'Michael Farnsworth', 'Guy Gordon', 'Michael Percival', 'Heather Canning', 'Jennifer Tudor', 'Tim Hardy', 'Stanford Trowell']",3.96,nan,"['Music', 'Drama', 'History']",116,['UK'],English,['English'],"In Charenton Asylum, the Marquis de Sade directs a play about Jean Paul Marat's death, using the patients as actors. Based on 'The Persecution and Assassination of Jean-Paul Marat as Performed by the Inmates of the Asylum of Charenton Under the Direction of the Marquis de Sade', a 1963 play by Peter Weiss.",['National Film Finance Corporation (NFFC)'],3809,3501,1177,68,4,21,17,67,78,220,351,685,386,539,2368,https://letterboxd.com/film/marat-sade/
Gallipoli,1981,Peter Weir,"['Mel Gibson', 'Mark Lee', 'Bill Kerr', 'Harold Hopkins', 'Charles Lathalu Yunipingu', 'Heath Harris', 'Ron Graham', 'Gerda Nicolson', 'Robert Grubb', 'Tim McKenzie', 'David Argue', 'Brian Anderson', 'Reg Evans', 'Jack Giddings', 'Dane Peterson', 'Paul Linkson', 'Jenny Lovell', 'Steve Dodd', 'Harold Baigent', 'Robyn Galwey', 'Don Quin', 'Phyllis Burford', 'Marjorie Irving', 'John Murphy', 'Bill Hunter', 'Diane Chamberlain', 'Peter Ford', 'Ian Govett', 'Geoff Parry', 'Clive Bennington', 'Giles Holland-Martin', 'Moshe Kedem', 'John Morris', 'Don Barker', 'Kiwi White', 'Paul Sonkkila', 'Peter Lawless', 'Leslie Dayman', 'Saltbush Baldock', 'Stan Green', 'Max Wearing', 'Graham Dow', 'Peter R. House']",3.76,nan,"['Drama', 'History', 'War']",112,['Australia'],English,"['English', 'French', 'Arabic']","As World War I rages, brave and youthful Australians Archy and Frank—both agile runners—become friends and enlist in the Australian and New Zealand Army Corps together. They later find themselves part of the Dardanelles Campaign on the Gallipoli peninsula, a brutal eight-month conflict which pit the British and their allies against the Ottoman Empire and left over 500,000 men dead.","['R & R Films', 'Australian Film Commission']",34042,13685,6525,100,32,89,102,482,882,3496,4974,6634,1943,1466,20100,https://letterboxd.com/film/gallipoli/
The Beast of War,1988,Kevin Reynolds,"['George Dzundza', 'Jason Patric', 'Steven Bauer', 'Stephen Baldwin', 'Don Harvey', 'Kabir Bedi', 'Erick Avari', 'Chaim Jeraffi', 'Shoshi Marciano', ""Yitzhak Ne'eman"", 'David Sherrill', 'Moshe Vapnik', 'Claude Aviram', 'Victor Ken', 'Avi Keedar', 'Osnat Mor', 'Rami Heuberger', 'Avi Gilor', 'Roberto Pollak', 'Beni Baruchin', 'Dale Dye']",3.66,nan,"['Drama', 'War']",111,['USA'],English,"['English', 'Pashto, Pushto']",During the war in Afghanistan a Soviet tank crew commanded by a tyrannical officer find themselves lost and in a struggle against a band of Mujahadeen guerrillas in the mountains.,['Brightstar Films'],4100,1885,1054,23,5,18,19,77,137,517,817,906,243,172,2911,https://letterboxd.com/film/the-beast-of-war/
Warrior,2011,Gavin O'Connor,"['Joel Edgerton', 'Tom Hardy', 'Nick Nolte', 'Jennifer Morrison', 'Frank Grillo', 'Kevin Dunn', 'Maximiliano Hernández', 'Bryan Callen', 'Sam Sheridan', 'Fernando Chien', 'Jake McLaughlin', 'Vanessa Martinez', 'Denzel Whitaker', 'Carlos Miranda', 'Nick Lehane', 'Laura Chinn', 'Capri Thomas', 'Lexi Cowan', 'Noah Emmerich', 'Dan Caldwell', 'Timothy ""Skyskrape"" Katz', 'Julia Stockstad', 'Josh Rosenthal', 'Kurt Angle', 'Erik Apple', 'Anthony Johnson', 'Nate Marquardt', 'Roan Carneiro', 'Daniel Stevens', 'Anthony N.', 'Hans Marrero', 'Yves Edwards', 'Amir Perets', 'Anthony Tambakis', 'Jimmy Cvetic', 'Jace Jeanes', 'Jake Digman', 'Richard Fike', ""Andre' Mason"", 'James Houk', 'Aaron Kleiber', 'Raymond Rowe', 'Lambert R. Strayer', 'Roman Vasylyshyn', 'Jonathan Matthew Anik', 'Rashad Evans', 'Stephan Bonnar', 'Michelle Dawn Mooney', 'Tim Bickel', 'Jack Fisher', 'Jeff Hochendoner', 'Armon York Williams', 'Adam Christian Stanley', 'James Dreussi', 'Kevin P. Hanley', 'Tammy Townsend', 'Etta Cox', 'Sandy Notaro', 'Francesca Ortenzio', 'Jaime Sinue Aguirre', 'Tracy Campbell', 'Thomas McCue', ""Gavin O'Connor""]",4.01,nan,"['Action', 'Drama']",140,['USA'],English,['English'],"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.","['Lionsgate', 'Mimran Schur Pictures', 'Solaris Film', 'Filmtribe']",260707,45380,70537,2800,200,496,570,2728,4728,19522,32161,63887,30205,25072,179569,https://letterboxd.com/film/warrior/
Dirty Rotten Scoundrels,1988,Frank Oz,"['Steve Martin', 'Michael Caine', 'Glenne Headly', 'Anton Rodgers', 'Barbara Harris', 'Ian McDiarmid', 'Dana Ivey', 'Meagen Fay', 'Frances Conroy', 'Nicole Calfan', 'Aïna Walle', 'Cheryl Pay', 'Nathalie Auffret', 'Lolly Susi', 'Rupert Holliday-Evans', 'Hepburn Graham', 'Xavier Maly', 'André Penvern', 'Louis Zorich', 'Georges Gerrard Baffos', 'Valerie Beaufils']",3.7,nan,"['Comedy', 'Crime']",110,['USA'],English,['English'],"Con artist Lawrence Jamieson is a longtime resident of a luxurious coastal resort, where he enjoys the lavish fruits of his deceptions -- that is, until a competitor, Freddy Benson, shows up. When the new guy's lowbrow tactics impinge on his own sophisticated work and believing him to be the infamous conman 'The Jackal', Lawrence resolves to get rid of him. Confident of his own duplicitous talents, he challenges Freddy to a winner-takes-all competition: whoever swindles their latest mark, American heiress Janet Colgate, out of $50,000 first can stay, while the other must leave town.",['Orion Pictures'],76932,14048,18186,303,52,203,208,1184,2009,8717,12091,14262,3364,3531,45621,https://letterboxd.com/film/dirty-rotten-scoundrels/
Vera Drake,2004,Mike Leigh,"['Imelda Staunton', 'Phil Davis', 'Sally Hawkins', 'Daniel Mays', 'Eddie Marsan', 'Alex Kelly', 'Ruth Sheen', 'Adrian Scarborough', 'Heather Craney', 'Lesley Manville', 'Simon Chandler', 'Wendy Nottingham', 'Richard Graham', 'Anna Keaveney', 'Peter Wight', 'Martin Savage', 'Helen Coker', 'Jim Broadbent', 'Gerard Monaco', 'Leo Bill', 'Lesley Sharp', 'Liz White', 'Sandra Voe', ""Chris O'Dowd"", ""Anthony O'Donnell"", 'Marion Bailey', 'Sam Troughton', 'Sinead Matthews', 'Tilly Vosburgh', 'Alan Williams', 'Allan Corduner', 'Fenella Woolgar', 'Elizabeth Berrington', 'Emma Amos', 'Rosie Cavaliero', 'Nicky Henson', 'Eileen Davies', 'Paul Jesson', 'Vincent Franklin', 'Tom Ellis', 'Jake Wood', 'Sid Mitchell', 'Vinette Robinson', 'Heather Cameron-McLintock', 'Billie Cook', 'Billy Seymour', 'Nina Fry', 'Joanna Griffiths', 'Angie Wallis', 'Judith Scott', 'Robert Putt', 'Craig Conway', 'Paul Raffield', 'Jeffry Wickham', 'Nicholas Jones', 'Angela Curran', 'Jane Wood', ""Tracy O'Flaherty"", 'James Payton', 'John Warman']",3.92,nan,['Drama'],125,"['UK', 'France']",English,['English'],Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain – a conflict that leads to tragedy for her family.,"['Les Films Alain Sarde', 'UK Film Council', 'Thin Man Films', 'Inside Track', 'Ingenious Media', 'StudioCanal']",22277,10167,4550,20,18,40,49,227,373,1606,2885,5293,2013,1304,13808,https://letterboxd.com/film/vera-drake/
The Mauritanian,2021,Kevin Macdonald,"['Tahar Rahim', 'Jodie Foster', 'Benedict Cumberbatch', 'Shailene Woodley', 'Zachary Levi', 'Langley Kirkwood', 'Saamer Usmani', 'Corey Johnson', 'Matthew Marsh', 'David Fynn', 'André Jacobs', 'Meena Rayann', 'Arthur Falko', 'Stevel Marc', 'Robert Hobbs', 'Nezar Alderazi', 'Denis Ménochet', 'Alaa Safi']",3.64,nan,"['Drama', 'Thriller']",129,"['UK', 'USA']",English,"['English', 'German', 'Arabic', 'French']","The true story of the Mauritanian Mohamedou Ould Slahi, who was held at the U.S military's Guantanamo Bay detention center without charges for over a decade and sought help from a defense attorney for his release.","['30WEST', 'Topic Studios', 'STXfilms', 'SunnyMarch', 'BBC Film', 'Shadowplay Features']",55603,11352,11203,75,35,111,168,1006,2130,8289,12145,13569,3007,2869,43329,https://letterboxd.com/film/the-mauritanian/
Eye in the Sky,2015,Gavin Hood,"['Helen Mirren', 'Aaron Paul', 'Alan Rickman', 'Barkhad Abdi', 'Jeremy Northam', 'Phoebe Fox', 'Armaan Haggio', 'Aisha Takow', 'Monica Dolan', 'Richard McCabe', 'Babou Ceesay', 'John Heffernan', ""Michael O'Keefe"", 'Laila Robins', 'Iain Glen', 'Faisa Hassan', 'Bob Chappell', 'Alex Gallafent', 'Carl Beukes', 'Kate Liquorish', 'Richard Stephenson', 'Gabriella Pinto', 'Tylan Wray', 'Hossain Dahir', 'Mondé Sibisi', 'Warren Masemola', 'Ahmed Mohamed Ali', 'Lemogang Tsipa', 'Paul Spaulding', 'Gavin Hood', 'Kenneth Fok', 'Zak Rowlands', 'Henry Pilime', 'Sammy Maina', 'Hassan Abdullah', 'Ebby Weyime', 'Vusi Kunene', 'Mohammed Ali Sahra', 'Chaltu Ahmed', 'Francis Chouler', 'Ed Suter', 'Roberto Kyle', 'Omar Abu Kadir', 'Kim Suzanne Engelbrecht', 'James Alexander', 'Dileef Rahim', 'Robert Omache', 'Istar Takow', 'Bronson Mwangi', 'Lex King', 'Andrew Ahula', 'Hilowli Hassan', 'Abdi Mohamed Osman', 'Dek Hassan', 'Ali Mohamed', 'Ma Mohamed', 'Jessica Jones', 'Daniel Fox', 'Graham Hopkins', 'Sonia Esgueira', 'Mohamed Abdirahmaan', 'Mohamed Fidow', 'Sabrina Hassan Abdulle', 'Fatima Mohamed Mohamud', 'Timayare Shamso Hassan', 'Fowzia Dahir', 'Abdilatief Takow', 'Fatumo Sheknoor Ali', 'Hamdi Adam Shire', 'Thelma Mabina', 'Sandile Ntobla']",3.49,nan,"['Thriller', 'War', 'Drama']",102,['UK'],English,"['English', 'Somali']","A UK-based military officer in command of a top secret drone operation to capture terrorists in Kenya discovers the targets are planning a suicide bombing and the mission escalates from “capture” to “kill.” As American pilot Steve Watts is about to engage, a nine-year old girl enters the kill zone, triggering an international dispute reaching the highest levels of US and British government over the moral, political, and personal implications of modern warfare.","['Raindog Films', 'Entertainment One Features']",43413,7914,6810,20,124,288,356,1180,2121,6700,8555,8291,1811,989,30415,https://letterboxd.com/film/eye-in-the-sky-2015/
Brick,2005,Rian Johnson,"['Joseph Gordon-Levitt', 'Emilie de Ravin', 'Nora Zehetner', 'Lukas Haas', 'Noah Fleiss', ""Matt O'Leary"", 'Noah Segan', 'Meagan Good', 'Brian J. White', 'Richard Roundtree', 'Jonathan Cauff', 'Reedy Gibbs', 'Lucas Babin', 'Ari Welkom', 'Tracy Bitterolf', 'Cody Lightning', 'McJoel Hamilton', 'Lauren Johnson', 'Dylan Lujano']",3.71,nan,"['Mystery', 'Drama']",110,['USA'],English,['English'],"After a phone call from his ex-girlfriend, teenage loner Brendan Frye learns that her dead body was found. Vowing to solve her murder himself, he must infiltrate high-school cliques that he previously avoided. His search for the truth brings him before some of the school’s roughest characters.",['Bergman Lustig Productions'],165304,42805,46561,2100,438,1006,1127,3868,5350,16208,22281,34044,12066,11166,107554,https://letterboxd.com/film/brick/
Godland,2022,Hlynur Pálmason,"['Elliott Crosset Hove', 'Vic Carmen Sonne', 'Ingvar E. Sigurðsson', 'Jacob Ulrik Lohmann', 'Ída Mekkín Hlynsdóttir', 'Waage Sandø', 'Hilmar Guðjónsson', 'Friðrik Friðriksson', 'Gunnar Bragi Þorsteinsson', 'Guðmundur Samúelsson', 'Snæbjörg Guðmundsdóttir', 'Birta Maria Gunnarsdottir', 'Ingimundur Grétarsson', 'Friðrik Hrafn Reynisson', 'Ísar Svan Gautason']",3.84,nan,['Drama'],143,"['Denmark', 'France', 'Iceland', 'Sweden']",Danish,"['Danish', 'Icelandic']","In the late 19th century, a young Danish priest travels to a remote part of Iceland to build a church and photograph its people. But the deeper he goes into the unforgiving landscape, the more he strays from his purpose, the mission and morality.","['Maneki Films', 'Snowglobe', 'Join Motion Pictures', 'Film i Väst', 'Garagefilm International']",39100,16968,11500,287,60,165,183,776,1328,4106,6485,10140,4150,2837,30230,https://letterboxd.com/film/godland/
Tampopo,1985,Jūzō Itami,"['Tsutomu Yamazaki', 'Nobuko Miyamoto', 'Ken Watanabe', 'Koji Yakusho', 'Rikiya Yasuoka', 'Kinzō Sakura', 'Hyōe Enoki', 'Gō Awazu', 'Mario Abe', 'Izumi Hara', 'Isao Hashizume', 'Hisashi Igawa', 'Toshimune Kato', 'Kenso Kato', 'Yoshi Katō', 'Yoshihiro Katō', 'Toshiya Fujita', 'Fukumi Kuroda', 'Nobuo Nakamura', 'Mariko Okada', 'Yoshihei Saga', 'Setsuko Shinoi', 'Hitoshi Takagi', 'Chōei Takahashi', 'Ei Takami', 'Akio Tanaka', 'Masahiko Tsugawa', 'Hideji Ōtaki', 'Naritoshi Hayashi', 'Yoriko Doguchi', 'Ryutaro Otomo', 'Gilyak Amagasaki']",4.31,nan,['Comedy'],115,['Japan'],Japanese,['Japanese'],"In this humorous paean to the joys of food, a pair of truck drivers happen onto a decrepit roadside shop selling ramen noodles. The widowed owner, Tampopo, begs them to help her turn her establishment into a paragon of the ""art of noodle-soup making"". Interspersed are satirical vignettes about the importance of food to different aspects of human life.","['New Century Producers', 'Itami Productions']",131595,58510,57197,4500,117,165,157,633,1036,4799,10090,30074,22746,26496,96313,https://letterboxd.com/film/tampopo/
House of Games,1987,David Mamet,"['Lindsay Crouse', 'Joe Mantegna', 'Mike Nussbaum', 'Lilia Skala', 'J.T. Walsh', 'Steven Goldstein', 'Jack Wallace', 'Ricky Jay', 'William H. Macy', 'Meshach Taylor', 'John Pritchett', 'Scott Zigler', 'Jacqueline de La Chaume', 'Willo Hausman', 'G. Roy Levin', 'Allen Soule', 'Johnny ""Sugarbear"" Willis', 'Josh Conescu', 'Patricia Wolff', 'Paul Walsh', 'Roberta Maguire', 'Karen Kohlhaas', 'Julie Mendenhall', 'Rachel Cline']",3.71,nan,"['Crime', 'Thriller']",102,['USA'],English,['English'],"A psychiatrist comes to the aid of a compulsive gambler and is led by a smooth-talking grifter into the shadowy but compelling world of stings, scams, and con men.",['Filmhaus'],28867,13628,6932,42,33,108,153,554,970,3349,5098,6563,1898,1126,19852,https://letterboxd.com/film/house-of-games/
Happy-Go-Lucky,2008,Mike Leigh,"['Sally Hawkins', 'Eddie Marsan', 'Alexis Zegerman', 'Sylvestra Le Touzel', 'Stanley Townsend', ""Kate O'Flynn"", 'Caroline Martin', 'Oliver Maltman', 'Sarah Niles', 'Samuel Roukin', 'Karina Fernandez', 'Nonso Anozie', 'Sinead Matthews', 'Andrea Riseborough', 'Elliot Cowan', 'Joseph Kloska', 'Anna Reynolds', 'Trevor Cooper', 'Philip Arditti', 'Viss Elliot Safavi', 'Rebekah Staton', 'Jack MacGeachin', 'Charlie Duffield', 'Ayotunde Williams']",3.82,nan,"['Comedy', 'Drama']",118,['UK'],English,['English'],"A look at a few chapters in the life of Poppy, a cheery, colorful, North London schoolteacher whose optimism tends to exasperate those around her.","['Film4 Productions', 'UK Film Council', 'Thin Man Films']",44581,14697,11668,342,126,231,218,811,1064,3960,5855,8926,3795,3130,28116,https://letterboxd.com/film/happy-go-lucky/
Predestination,2014,"Michael Spierig, Peter Spierig","['Ethan Hawke', 'Sarah Snook', 'Noah Taylor', 'Christopher Kirby', 'Madeleine West', 'Jim Knobeloch', 'Freya Stafford', 'Elise Jansen', 'Tyler Coppin', 'Christopher Stollery', 'Christopher Sommers', 'Kuni Hashimoto', 'Sara El-Yafi', 'Paul Moder', 'Grant Piro', 'Christopher Bunworth', 'Jamie Gleeson', 'Christina Tan', 'Dennis Coard', 'Milla Simmonds', 'Ruby Simmonds', 'Cate Wolfe', 'Ben Prendergast', 'Carmen Warrington', 'Sharon Kershaw', 'Charlie Alexander-Powell', 'Smith Alexander-Powell', 'Olivia Sprague', 'Katie Avram', 'Melissa Avram', 'Giordano Gangl', 'Tony Nikolakopoulos', 'Monique Heath', 'Sophie Cusworth', 'David Rock', 'Richard Whybrow', 'Felicity Steel', 'Lucinda Armstrong Hall', 'Maja Sarosiek', 'Vanessa Crouch', 'Eliza Matengu', 'Sophie Van Den Akker', 'Madeleine Dixon', 'Hayley Butcher', 'Rebecca Cullinan', 'Alicia Pavlis', 'Ewa Bartecki', ""Arielle O'Neill"", 'Alexis Fernandez', 'Kristie Jandric', 'Marky Lee Campbell', 'Rob Jenkins', 'Raj Sidhu', 'Annabelle Norman', 'Scott Norman', 'Kristen Norman', 'Michael Norman', 'Louise Talmadge', 'Carolyn Shakespeare-Allen', 'Noel Herriman', 'Ray Tiernan', 'Finegan Sampson', 'Emma Bosworth', 'Steven Carroll', 'Grant Carter', 'Emily Coupe', 'Burcin Eser', 'Aria Taylor', 'Dick York']",3.57,nan,"['Science Fiction', 'Thriller']",97,['Australia'],English,['English'],"Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.","['Screen Queensland', 'Screen Australia', 'Blacklab Entertainment', 'Wolfhound Pictures']",245330,34386,53457,1600,987,1932,1894,6740,9643,28979,39986,47240,13877,14466,165744,https://letterboxd.com/film/predestination/
Black Dynamite,2009,Scott Sanders,"['Michael Jai White', 'Arsenio Hall', 'Tommy Davidson', 'Kevin Chapman', 'Richard Edson', 'Bokeem Woodbine', 'Buddy Lewis', 'Irwin Keyes', 'Miguel A. Núñez Jr.', 'Nicole Ari Parker', 'Salli Richardson-Whitfield', 'John Salley', 'Mike Starr', 'Nicole Sullivan', 'Mykelti Williamson', 'Cedric Yarbrough', 'Roger Yuan', 'Tucker Smallwood', 'Phil Morris', 'Obba Babatundé', 'Kym Whitley', 'William Bassett', 'Byron Minns', 'Baron Vaughn', 'Damion Poitier', 'Darrel Heath', 'Chris Spencer', 'Sean Christopher', 'Fredella Calloway', 'Justine Joli', 'Erika Vution', 'Stacy Adams', 'Charmane Star', 'Charlotte Stokely', 'Cory Gluck']",4.01,nan,"['Action', 'Comedy']",85,['USA'],English,"['English', 'Italian']","This is the story of 1970s African-American action legend Black Dynamite. The Man killed his brother, pumped heroin into local orphanages, and flooded the ghetto with adulterated malt liquor. Black Dynamite was the one hero willing to fight The Man all the way from the blood-soaked city streets to the hallowed halls of the Honky House.","['Six Point Harness', 'Destination Films', 'Goliath Entertainment', 'Ars Nova']",85499,21155,30014,1000,80,209,253,860,1432,6176,10389,20876,8944,9933,59152,https://letterboxd.com/film/black-dynamite/
The Iron Claw,2023,Sean Durkin,"['Zac Efron', 'Jeremy Allen White', 'Harris Dickinson', 'Stanley Simons', 'Holt McCallany', 'Maura Tierney', 'Lily James', 'Michael Harney', 'Aaron Dean Eisenberg', 'Kevin Anton', 'Scott Innes', 'Cazzey Louis Cereghino', 'Maxwell Tyler Friedman', 'Brady Pierce', 'Ryan Nemeth', 'Jim Gleason', 'Chavo Guerrero Jr.', 'Garrett Hammond', 'Michael Papajohn', 'Jullian Dulce Vida', 'Leo Franich', 'Sam Franich', 'Grady Wilson', 'Valentine Newcomer', 'Silas Mason', 'Devin Imbraguglio', 'James Beard', 'Kristina Kingston', 'Brian Hite', 'Chelsea Edmundson', 'Romeo Newcomer', 'Terry J. Nelson', ""Cassidy O'Reilly"", 'Brett Beoubay', 'Mike Dell', 'Timothy Hinrichs', 'Ernest Marsh', 'Dane Alexander Peplinski', 'Christina Michelle Williams', 'Ronnie Yelverton']",4.1,nan,"['History', 'Drama']",132,"['UK', 'USA']",English,['English'],"The true story of the inseparable Von Erich brothers, who made history in the intensely competitive world of professional wrestling in the early 1980s. Through tragedy and triumph, under the shadow of their domineering father and coach, the brothers seek larger-than-life immortality on the biggest stage in sports.","['A24', 'BBC Film', 'Access Entertainment', 'House Productions']",800351,173784,308598,8400,362,1004,998,5889,9640,45878,90711,252074,151532,145651,703739,https://letterboxd.com/film/the-iron-claw-2023/
My Dinner with Andre,1981,Louis Malle,"['Wallace Shawn', 'Andre Gregory', 'Jean Lenauer', 'Roy Butler']",4.1,nan,['Drama'],110,['USA'],English,['English'],Wallace Shawn and Andre Gregory share life stories and anecdotes over the course of an evening meal at a restaurant.,"['The Andre Company', 'Saga Productions Inc.']",89414,32707,31218,1600,264,571,467,1400,1766,5329,8471,18874,11506,13940,62588,https://letterboxd.com/film/my-dinner-with-andre/
