Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
The Adjuster,1991,Atom Egoyan,"['Elias Koteas', 'Arsinée Khanjian', 'Maury Chaykin', 'Gabrielle Rose', 'Jennifer Dale', 'David Hemblen', 'Rose Sarkisyan', 'Armen Kokorian', 'Jacqueline Samuda', 'Gerard Parkes', 'Patricia Collins', 'Don McKellar', 'John Gilbert', 'Stephen Ouimette', 'Raoul Max Trujillo', 'Tony Nardi', 'Paul Bettis', 'Frank Jefferson']",3.68,nan,"['Thriller', 'Drama']",102,['Canada'],English,['English'],An uptight insurance man and his film-censor wife become a kinky couple's landlords.,"['Téléfilm Canada', 'The Ontario Film Development Corporation', 'Alliance Entertainment', 'Ego Film Arts']",6167,3433,1660,27,14,37,46,139,235,699,960,1170,481,300,4081,https://letterboxd.com/film/the-adjuster/
...And Justice for All,1979,Norman Jewison,"['Al Pacino', 'Jack Warden', 'John Forsythe', 'Lee Strasberg', 'Jeffrey Tambor', 'Christine Lahti', 'Sam Levene', 'Robert Christian', 'Thomas G. Waites', 'Larry Bryggman', 'Craig T. Nelson', 'Dominic Chianese', 'Victor Arnold', 'Vincent Beck', 'Michael Gorrin', 'Baxter Harris', 'Joe Morton', 'Alan North', 'Tom Quinn', 'Beverly Sanders', 'Connie Sawyer', 'Charles Siebert', 'Robert Symonds', 'Keith Andes', 'Stephen Blackmore', 'Vasili Bogazianos', 'Terrence Currier', 'Walter Davy', 'Rita Fredricks', 'Jack Hollander', 'Carl Pistilli', 'Darrell Zwerling', 'J.G. Hertzler', 'Teri Wootten', 'John Aquino', 'Sidney Clute', 'Angus Duncan', 'Johnny Haymer', 'Kenneth Patterson', 'Allisha Council', 'Molly Kohler', 'Cathleen Schurr', 'Donald Saiontz', 'Bill Polk', 'Bonita Cartwright', 'Frank Sliwka', 'Julius Dunbar', 'Angelyn Forbes', 'Newton Scott', 'McLindsey Hawkins']",3.79,nan,['Drama'],119,['USA'],English,"['English', 'Czech']",An ethical Baltimore defense lawyer disgusted with rampant legal corruption is forced to defend a judge he despises in a rape trial under the threat of being disbarred.,['Columbia Pictures'],41839,12132,12964,330,20,86,119,598,1043,4457,7512,10502,3439,3284,31060,https://letterboxd.com/film/and-justice-for-all/
The Brutalist,2024,Brady Corbet,"['Adrien Brody', 'Felicity Jones', 'Guy Pearce', 'Joe Alwyn', 'Raffey Cassidy', 'Stacy Martin', 'Emma Laird', 'Isaach de Bankolé', 'Alessandro Nivola', 'Benett Vilmányi', 'Michael Epp', 'Jonathan Hyde', 'Peter Polycarpou', 'Salvatore Sansone', 'Ariane Labed', 'Dóra Sztarenki', 'Anna Mészöly', 'Abigél Szőke', 'Mariann Hermányi', 'Hermina Fátyol', 'Zsolt Páll', 'András Borgula', 'Dávid Puskás', 'Jeremy Wheeler', 'Jaymes Butler', 'Matt Devere', 'Natalie Shinnick', 'Stephen Saracco', 'Peter Linka', 'Robert Jackson']",4.1,nan,['Drama'],215,"['UK', 'USA']",English,"['English', 'Hebrew (modern)', 'Italian', 'Yiddish', 'Hungarian']","Escaping post-war Europe, visionary architect László Tóth arrives in America to rebuild his life, his work, and his marriage to his wife Erzsébet after being forced apart during wartime by shifting borders and regimes. On his own in a strange new country, László settles in Pennsylvania, where the wealthy and prominent industrialist Harrison Lee Van Buren recognizes his talent for building. But power and legacy come at a heavy cost.","['Brookstreet Pictures', 'Kaplan Morrison', 'Intake Films', 'Andrew Lauren Productions', 'Lipsync Productions', 'Richmond Pictures', 'Meyohas Studio', 'Carte Blanche', 'Pierce Capital Entertainment']",10386,14732,4050,125,25,37,37,133,203,484,900,2224,2139,1896,8078,https://letterboxd.com/film/the-brutalist/
Friendship,2024,Andrew DeYoung,"['Tim Robinson', 'Paul Rudd', 'Kate Mara', 'Meredith Garretson', 'Jack Dylan Grazer', 'Josh Segarra', 'Raphael Sbarge', ""Conner O'Malley"", 'Jon Glaser', 'Carmen Christopher', 'John Cenatiempo', 'Daniel London', 'Whitmer Thomas', 'Billy Bryk', 'Jason Veasey', 'Jacob Ming-Trent', 'Juri Henley-Cohn', 'Teren Carter', 'Eric Rahill', 'Craig Frank', 'Omar Torres', 'Desi Waters', 'Alex Webb', 'Mike J Mills', 'Ivy Wolk']",3.67,nan,['Comedy'],100,['USA'],English,['English'],"When an errant delivery pulls suburban dad Craig Waterman into the orbit of his mysterious and charismatic new neighbour Austin Carmichael, a sweet bromance seems to blossom over an innocent evening of urban exploration, punk rock, and a mutual appreciation for paleolithic antiquities. But what should have been the start of a beautiful friendship is soon waylaid as Craig's obsessive personality begins to alienate his new pal.","['BoulderLight Pictures', 'Fifth Season']",1120,2016,460,1,0,2,1,18,24,114,163,269,125,86,802,https://letterboxd.com/film/friendship-2024/
Le Havre,2011,Aki Kaurismäki,"['André Wilms', 'Kati Outinen', 'Jean-Pierre Darroussin', 'Blondin Miguel', 'Elina Salo', 'Evelyne Didi', 'Quoc Dung Nguyen', 'François Monnié', 'Roberto Piazza', 'Pierre Étaix', 'Jean-Pierre Léaud', 'Vincent Lebodo', ""Umban U'kset"", 'Patrick Bonnel', 'Ilkka Koivula', 'Myriam ""Mimie"" Piazza', 'Luce Vigo', 'Valérie Caron', 'Jérôme Boyer', 'Jean-Luc Guion-Firmin', 'Pierre Morineau', 'Johann Rioux', 'Julien Flematti', 'Éric Duteil', 'Corinne Belet', 'Dominique Lepagne', 'Anne Lizy', 'Pierre Richards', 'Loïc Jamet', 'Nico Garotin', 'Bertrand Couloume', 'Nicolas Noël', 'Gilles Mallet', 'Gilles Adam', 'Patrick Leboucher', 'Michel Lacaille', 'Stéphane Livonnen', 'Arnaud Clément', 'Dominique Comont', 'Alain Guillot', 'Philippe Hubschwerlin', 'Franck Durand', 'Christian Amyard', 'Rudy Amyard', 'Brice Augé', 'Lucas Loubaresse', 'Ireneusz (Irek) Spiewak', 'Gilles Charmant', 'Mary Berkelmans', 'Seluna Lemercier', 'Fanette Martinie', 'Rémi Pradinas', 'Stéphane Parthenay', 'Alain Chapelain', 'Rachid Bessal', 'Oumar Ly', 'Emmanuel Ingweiller', 'Matthieu Hébert', 'Frank Atinault', 'Dominique Mare', 'Brice Niel', 'Alban Rutten', 'Franck Rutten']",3.84,nan,"['Comedy', 'Drama']",94,"['Finland', 'France', 'Germany']",French,['French'],"In the French harbor city of Le Havre, fate throws young African refugee Idrissa into the path of Marcel Marx, a well-spoken bohemian who works as a shoe-shiner. With innate optimism and the tireless support of his community, Marcel stands up to officials pursuing the boy for deportation.","['Pyramide Productions', 'Sputnik', 'Pandora Film', 'ARTE France Cinéma', 'ZDF/Arte']",37004,13949,9263,123,27,83,117,464,804,3541,6107,8657,2533,2254,24587,https://letterboxd.com/film/le-havre/
The Dish,2000,Rob Sitch,"['Sam Neill', 'Patrick Warburton', 'Kevin Harrington', 'Tom Long', 'Eliza Szonert', 'Roy Billing', 'John McMartin', 'Bille Brown', 'Tayler Kane', 'Andrew S. Gilbert', 'Genevieve Mooy', 'Carl Snell', 'Lenka Kripac', 'Matthew Moore', 'Roz Hammond', 'Christopher-Robin Street', 'Grant Thompson', 'Luke Keltie', 'Naomi Wright', 'Ben Wright-Smith', 'Bernard Curry', 'Beverley Dunn', 'Billy Mitchell']",3.53,nan,"['Drama', 'History', 'Comedy']",101,['Australia'],English,"['English', 'French']",A group of maverick scientists on a remote Australian sheep farm are the globe's only hope for obtaining the epic images of man's first steps on the moon.,"['Working Dog', 'Distant Horizon']",9290,2512,1637,25,11,27,44,202,343,1339,1504,1378,280,328,5456,https://letterboxd.com/film/the-dish/
The Ipcress File,1965,Sidney J. Furie,"['Michael Caine', 'Nigel Green', 'Guy Doleman', 'Sue Lloyd', 'Gordon Jackson', 'Aubrey Richards', 'Frank Gatliff', 'Thomas Baptiste', 'Oliver MacGreevy', 'Freda Bamford', 'Pauline Winter', 'Anthony Blackshaw', 'Barry Raymond', 'Peter Ashmore', 'Stanley Meadows', 'David Glover', 'Mike Murray', 'Anthony Baird', 'Tony Caunter', 'Charles Rea', 'Ric Hutton', 'Douglas Blackwell', 'Richard Burrell', 'Glynn Edwards', 'Zsolt Vadaszffy', 'Josef Behrmann', 'Max Faulkner', 'Paul S. Chapman', 'Richard Beale']",3.65,nan,['Thriller'],109,['UK'],English,"['English', 'Albanian']","Sly and dry intelligence agent Harry Palmer is tasked with investigating British Intelligence security, and is soon enmeshed in a world of double-dealing, kidnap and murder when he finds a traitor operating at the heart of the secret service.","['The Rank Organisation', 'Lowndes Productions Limited', 'Steven S.A.']",15263,7030,3410,33,16,33,46,245,471,1988,2879,3276,693,592,10239,https://letterboxd.com/film/the-ipcress-file/
Stalker,1979,Andrei Tarkovsky,"['Aleksandr Kaydanovskiy', 'Anatoliy Solonitsyn', 'Nikolay Grinko', 'Alisa Freyndlikh', 'Natalya Abramova', 'Faime Jurno', 'Evgeniy Kostin', 'Raimo Rendi']",4.42,nan,"['Drama', 'Science Fiction']",162,['USSR'],Russian,['Russian'],"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted.",['Mosfilm'],353886,148584,139290,17000,837,1465,1171,3713,4132,12740,17299,51200,46753,107674,246984,https://letterboxd.com/film/stalker/
Solaris,1972,Andrei Tarkovsky,"['Natalya Bondarchuk', 'Donatas Banionis', 'Jüri Järvet', 'Vladislav Dvorzhetsky', 'Nikolay Grinko', 'Anatoliy Solonitsyn', 'Olga Barnet', 'Vitalik Kerdimun', 'Olga Kizilova', 'Tatyana Malykh', 'Aleksandr Misharin', 'Bagrat Oganesyan', 'Tamara Ogorodnikova', 'Sos Sargsyan', 'Yulian Semyonov', 'Vitaliy Statsinskiy', 'Vera Sumenova', 'Georgiy Teykh']",4.24,nan,"['Mystery', 'Science Fiction', 'Drama']",167,['USSR'],Russian,['Russian'],A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.,"['Unit Four', 'Creative Unit of Writers & Cinema Workers', 'Mosfilm']",222820,99857,72588,3800,334,774,692,2762,3154,11023,15398,40637,31384,39411,145569,https://letterboxd.com/film/solaris/
Dìdi (弟弟),2024,Sean Wang,"['Izaac Wang', 'Joan Chen', 'Shirley Chen', 'Chang Li Hua', 'Mahaela Park', 'Raul Dial', 'Aaron Chang', 'Chiron Cillia Denk', 'Sunil Mukherjee Maurillo', 'Montay Boseman', 'Alysha Syed', 'Alaysia Simmons', 'Tarnvir Kamboj', 'Shiu Fang Wang', 'Jayden Chiang', 'Joziah Lagonoy', 'Joshua Hankerson', 'Georgie August', 'Kade Hunter', 'Jerri Bowen', 'David Leal', 'Mackenzie Peters', ""Da Marcus Da'Man Shigon Gray"", 'Cameron Foxly', 'Emma Foxly', 'Spike Jonze', 'Sheng Wang', 'Stephanie Hsu']",4.05,nan,"['Comedy', 'Drama']",94,['USA'],English,"['English', 'Chinese']","In 2008, during the last month of summer before high school begins, an impressionable 13-year-old Taiwanese American boy learns what his family can't teach him: how to skate, how to flirt, and how to love your mom.","['Unapologetic Projects', 'Spark Features', 'Antigravity Academy', 'Maiden Voyage Pictures', 'Cedar Road', 'Liucrative Media']",133608,39705,57683,1500,75,157,173,808,1615,8335,18129,42734,23396,19932,115354,https://letterboxd.com/film/didi-2024/
El Planeta,2021,Amalia Ulman,"['Ale Ulman', 'Amalia Ulman', 'Nacho Vigalondo', 'Genoveva Garcia Castanon', 'Saoirse Bertram', 'Andrea Escobar', 'Zhou Chen', 'Carlos Carbonell', 'Lorena Rodriguez Alvarez', 'Raquel Iglesias Sanjurjo', 'Irene Iglesias Sanjurjo', 'Lis Bierd Abreu', 'Xiao Xiang Chen Lin', 'Ruben Garcia Gonzalez', 'Daniel Alvarez Garcia', 'Martin Scorsese']",3.47,nan,"['Comedy', 'Drama']",82,"['Spain', 'USA']",Spanish,"['Spanish', 'English']","Amidst the devastation of post-crisis Spain, mother and daughter bluff and grift to keep up the lifestyle they think they deserve, bonding over common tragedy and an impending eviction.","[""Holga's Meow"", 'MEMORY', 'Operator Media', 'Vilaüt Films']",9358,3925,2606,26,16,67,73,314,490,1628,1693,1563,321,283,6448,https://letterboxd.com/film/el-planeta/
"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,"['Delphine Seyrig', 'Jan Decorte', 'Henri Storck', 'Jacques Doniol-Valcroze', 'Yves Bical', 'Chantal Akerman']",4.26,nan,['Drama'],202,"['Belgium', 'France']",French,['French'],"A lonely widowed housewife does her daily chores and takes care of her apartment where she lives with her teenage son, and turns the occasional trick to make ends meet. Slowly, her ritualized daily routines begin to fall apart.","['Paradise Films', 'Unité Trois', 'Ministère de la Culture Française de Belgique', ""Centre du Cinéma et de l'Audiovisuel de la FWB""]",94654,70596,34968,2100,682,755,494,1442,1447,4302,5491,14619,11176,23416,63824,https://letterboxd.com/film/jeanne-dielman-23-quai-du-commerce-1080-bruxelles/
Beautiful Boy,2018,Felix van Groeningen,"['Steve Carell', 'Timothée Chalamet', 'Maura Tierney', 'Amy Ryan', 'Christian Convery', 'Oakley Bull', 'Kaitlyn Dever', 'Stefanie Scott', 'Julian Works', 'Jack Dylan Grazer', 'Zachary Rifkin', 'Kue Lawrence', 'Timothy Hutton', 'Amy Forsyth', 'Andre Royo', 'Ricky Low', 'LisaGay Hamilton', 'Carlton Wilborn', 'Amy Aquino', 'Marypat Farrell', 'Brandon James Cienfuegos', 'Cheska Corona', 'Mandeiya Flory', 'Martha T. Newman', 'Minerva García', 'Nikki Snipper', 'Anastasia Leddick', 'Edward Fletcher', 'Justin Townes Earle', 'Seann Gallagher', 'Brooklin Thacher', 'Sasha Kelly Jackson', 'Tom Beyer', 'David Mendenhall']",3.94,nan,['Drama'],119,['USA'],English,['English'],"After he and his first wife separate, journalist David Sheff struggles to help their teenage son, who goes from experimenting with drugs to becoming devastatingly addicted to methamphetamine.","['Plan B Entertainment', 'Big Indie Pictures', 'Amazon Studios']",944030,141174,352114,31000,737,2049,2302,12289,18621,76975,110895,219390,85130,178960,707348,https://letterboxd.com/film/beautiful-boy-2018/
The 4th Man,1983,Paul Verhoeven,"['Jeroen Krabbé', 'Renée Soutendijk', 'Thom Hoffman', 'Dolf de Vries', 'Geert de Jong', 'Hans Veerman', 'Hero Muller', 'Caroline de Beus', 'Reinout Bussemaker', 'Erik J. Meijer', 'Ursul de Geer', 'Filip Bolluyt', 'Hedda Lornie', 'Paul Nygaard', 'Guus van der Made']",3.8,nan,"['Mystery', 'Thriller']",102,['Netherlands'],Dutch,['Dutch'],A man who has been having visions of an impending danger begins an affair with a woman who may lead him to his doom.,"['Verenigde Nederlandsche Filmcompagnie (VNF)', 'Rob Houwer Film Holland']",14241,14645,3864,39,16,35,46,216,372,1350,2295,3459,1211,750,9750,https://letterboxd.com/film/the-4th-man/
Speed,1994,Jan de Bont,"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock', 'Joe Morton', 'Jeff Daniels', 'Alan Ruck', 'Glenn Plummer', 'Richard Lineback', 'Beth Grant', 'Hawthorne James', 'Carlos Carrasco', 'David Kriegel', 'Natsuko Ohama', 'Daniel Villarreal', 'Simone Gad', 'Loretta Jean', 'Sherri Villanueva', 'Margaret Medina', 'Jordan Lund', 'Robert Mailhouse', 'Patrick Fischler', 'Patrick John Hurley', 'Susan Barnes', 'Rick Dano', 'Michael Sottile', 'Jane Crawley', ""Anne O'Sullivan"", 'Beau Starr', 'John Capodice', 'Thomas Rosales Jr.', 'James DuMont', 'Antonio Mora', 'Patty Toy', 'Todd Gordon', 'Bruce Wright', 'Mark Kriski', 'Dagny Hultgreen', 'Richard Schiff', 'Joseph Carberry', 'Sandy Martin', 'Neisha Folkes-LeMelle', 'Jim Mapp', 'Milton Quon', 'Sonia Jackson', 'Carmen Williams', 'Paula Montes', 'Loyda Ramos', 'Julia Vera', 'Marylou Lim', 'Brian K. Grant', 'Barry Kramer', 'Robin McKee', 'Paige Goodman', 'Christina Fitzgerald', 'Tara Thomas', 'Cece Tsou', 'Michael N. Fujimoto', 'Richard Gelb', 'Veronica Cartwright', 'Scott Wilder']",3.68,nan,"['Thriller', 'Action']",116,['USA'],English,['English'],"Jack Traven, an LAPD cop on SWAT detail, and veteran SWAT officer Harry Temple thwart an extortionist-bomber's scheme for a $3 million ransom. As they corner the bomber, he flees and detonates a bomb vest, seemingly killing himself. Weeks later, Jack witnesses a mass transit city bus explode and nearby a pay phone rings. On the phone is that same bomber looking for vengeance and the money he's owed. He gives a personal challenge to Jack: a bomb is rigged on another city bus - if it slows down below 50 mph, it will explode - bad enough any day, but a nightmare in LA traffic. And that's just the beginning...","['20th Century Fox', 'The Mark Gordon Company']",506846,62971,110392,1500,366,1415,1573,8518,12956,55447,66285,86600,23277,26088,282525,https://letterboxd.com/film/speed/
Get Carter,1971,Mike Hodges,"['Michael Caine', 'Ian Hendry', 'Britt Ekland', 'John Osborne', 'Tony Beckley', 'George Sewell', 'Geraldine Moffat', 'Rosemarie Dunham', 'Petra Markham', 'Alun Armstrong', 'Bryan Mosley', 'Glynn Edwards', 'Bernard Hepton', 'Terence Rigby', 'John Bindon', 'Godfrey Quigley', 'Kevin Brennan', 'Maxwell Deas', 'Liz McKenzie', 'John Hussey', 'Ben Aris', 'Kitty Atwood', 'Denea Wilde', 'Geraldine Sherman', 'Joy Merlyn', 'Yvonne Miklosh', 'Alan Hockey', 'Karl Howard', 'Allan Surtees', 'John Quarmby', 'Ellis Dale', 'Alexander Morton', 'Terence Plummer', 'Doug Archell', 'Dorothy White']",3.73,nan,"['Thriller', 'Crime']",112,"['UK', 'USA']",English,['English'],"Jack Carter is a small-time hood working in London. When word reaches him of his brother's death, he travels to Newcastle to attend the funeral. Refusing to accept the police report of suicide, Carter seeks out his brother’s friends and acquaintances to learn who murdered his sibling and why.","['Metro-Goldwyn-Mayer', 'Metro-Goldwyn-Mayer British Studios']",40544,18312,9341,129,34,140,164,742,1148,4269,6201,8744,2584,2327,26353,https://letterboxd.com/film/get-carter/
Mars Express,2023,Jérémie Périn,"['Léa Drucker', 'Mathieu Amalric', 'Daniel Njo Lobé', 'Marie Bouvet', 'Sébastien Chassagne', 'Marthe Keller', 'Geneviève Doang', 'Thomas Roditi', 'Usul', 'Nicolas Justamon', 'Jérémie Bédrune', 'Thierry Jahn', 'Serge Faliu', 'Eilias Changuel', 'Barbara Delsol', 'Nathalie Karsenti', 'Angéline Henneguelle', 'Charlotte Junière', 'Fanny Vambacas', 'Delphine Braillon', 'Emmanuel Bonami', 'Martial Le Minoux', 'Renaud Jesionek', 'Maxime Pacaud', 'Marie Chevalot', 'Laurent Sarfati']",3.94,nan,"['Animation', 'Mystery', 'Action', 'Science Fiction']",89,['France'],French,['French'],"In 2200, private detective Aline Ruby and her android partner Carlos Rivera are hired by a wealthy businessman to track down a notorious hacker. On Mars, they descend deep into the underbelly of the planet's capital city where they uncover a darker story of brain farms, corruption, and a missing girl who holds a secret about the robots that threatens to change the face of the universe.","['Everybody on Deck', 'Gébéka Films', 'MK2 Films']",47733,12753,17287,215,18,63,103,442,917,4124,8831,15901,5984,3670,40053,https://letterboxd.com/film/mars-express/
Audition,1999,Takashi Miike,"['Ryo Ishibashi', 'Eihi Shiina', 'Jun Kunimura', 'Tetsu Sawaki', 'Renji Ishibashi', 'Miyuki Matsuda', 'Toshie Negishi', 'Yuriko Hirooka', 'Shigeru Saiki', 'Ken Mitsuishi', 'Ren Osugi', 'Kanji Tsuda', 'Fumiyo Kohinata', 'Misato Nakamura', 'Yuuto Arima', 'Ayaka Izumi', 'Kimiko Tachibana', 'Tatsuo Endō', 'Koshio Jindôji']",3.81,nan,"['Drama', 'Horror']",115,['Japan'],Japanese,['Japanese'],"Seven years after the death of his wife, widower Shigeharu seeks advice on how to find a new wife from a colleague. Taking advantage of their position as a film company, they stage an audition. Interviewing a series of women, Shigeharu is enchanted by the quiet Asami. But soon things take a twisted turn as Asami isn’t what she seems to be.","['Basara Pictures', 'Creators Company Connection', 'Omega Project']",260799,106013,78015,2000,647,1362,1241,5081,6717,24940,36288,63651,23383,22172,185482,https://letterboxd.com/film/audition/
Eastern Promises,2007,David Cronenberg,"['Viggo Mortensen', 'Naomi Watts', 'Vincent Cassel', 'Armin Mueller-Stahl', 'Sinéad Cusack', 'Donald Sumpter', 'Jerzy Skolimowski', 'Josef Altin', 'Mina E. Mina', 'Aleksandar Mikic', 'Sarah-Jeanne Labrosse', 'Tatiana Maslany', 'Tereza Srbova', 'David Papava', 'Tamer Hassan', 'Raza Jaffrey', 'Elisa Lasowski', 'Alice Henley', 'Tony Cook', 'Shannon-Fleur Roux', 'Badi Uzzaman', 'Doña Croll', 'Lillibet Langley', 'Mia Soteriou', 'Radosław Kaim', 'Rhodri Miles', 'Cristina Catalina', 'Faton Gerbeshi', 'Gergo Danka', 'Michael Sarne', 'Boris Isarov', 'Yuri Klimov', 'Andrzej Borkowski', 'Olegar Fedoro']",3.87,nan,"['Mystery', 'Crime', 'Thriller']",101,"['Canada', 'UK', 'USA']",English,"['English', 'Russian', 'Turkish', 'Ukrainian', 'Urdu']",A Russian teenager living in London dies during childbirth but leaves clues in her diary that could tie her child to a rape involving a violent Russian mob family.,"['Focus Features', 'BBC Film', 'Kudos', 'Serendipity Point Films', 'Scion Films']",228466,43772,59595,669,193,415,521,2621,4786,20566,37504,61347,19550,11507,159010,https://letterboxd.com/film/eastern-promises/
Diamantino,2018,"Gabriel Abrantes, Daniel Schmidt","['Carloto Cotta', 'Cleo Diára', 'Anabela Moreira', 'Margarida Moreira', 'Carla Maciel', 'Chico Chapas', 'Hugo Santos Silva', 'Joana Barrios', 'Filipe Vargas', 'Maria Leite', 'Manuela Moura Guedes', 'Vítor Alves da Silva', 'Elisabete Pedreira', 'Djucu Dabó', 'Leandro Vieira', 'Abílio Bejinha', 'Vítor de Almeida']",3.42,nan,"['Comedy', 'Science Fiction', 'Fantasy']",96,"['Brazil', 'France', 'Portugal']",Portuguese,['Portuguese'],A disgraced soccer star seeks redemption but is exploited by a variety of causes hoping to capitalize on his celebrity.,"['Les films du Bélier', 'Filmes do Tejo', 'Syndrome Films', 'Maria & Mayer']",14046,6439,3218,29,113,188,236,617,813,2184,2340,2335,598,424,9848,https://letterboxd.com/film/diamantino-2018/
