Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
Gangs of New York,2002,Martin Scorsese,"['Leonardo DiCaprio', 'Daniel Day-Lewis', 'Cameron Diaz', 'Jim Broadbent', 'John C. Reilly', 'Henry Thomas', 'Liam Neeson', 'Brendan Gleeson', 'Gary Lewis', 'Stephen Graham', 'Eddie Marsan', 'Alec McCowen', 'David Hemmings', 'Lawrence Gilliard Jr.', 'Cara Seymour', 'Roger Ashton-Griffiths', 'Peter-Hugo Daly', 'Barbara Bouchet', 'Michael Byrne', 'Brendan Dempsey', 'Nick Bartlett', 'Flaminia Fegarotti', 'Rab Affleck', 'Tim Pigott-Smith', 'Sean Gilder', 'David Bamber', 'Lucy Davenport', 'John Sessions', 'Angela Pleasence', 'Giovanni Lombardo Radice', 'Peter Berling', 'Richard Graham', 'Richard Strange', 'Iain McColl', 'James Ramsey', 'Alex Howden', 'Richard Syms', 'Tim Faraday', 'David Nicholls', 'Sean McGinley', ""Terry O'Neill"", 'John McGlynn', 'Ian Pirie', 'Trevor Cooper', 'Martin Scorsese', 'Massimo Vanni', 'Salvatore Billa', 'Alexia Murray', 'Marcello Fonte', 'Vincenzo Tanassi', 'Paolo Lorimer', 'Michele Bevilacqua', 'Finbar Furey', 'Liam Carney', 'Gary McCormack', 'David McBlain', 'Cian McCormack', 'Andrew Gallagher', 'Bill Barclay', 'Robert Goodman', 'Ford Kiernan', 'Laurie Ventry', 'Alec McMahon', 'Dick Holland', 'Katherine Wallach', 'Carmen Hanlon', ""Ilaria D'Elia"", 'Nevan Finegan', 'Dominique Vandenberg', 'Sai-Kit Yung', 'Basil Chung', 'Douglas Plasse', 'R. Bruce Steinheimer', ""Maura O'Connell"", 'Louie Brownsell', 'Gennaro Condemi', 'Kieran Hurley', 'Michael H. Billingsley', 'Steven Blake', 'Bronco McLoughlin', 'Channing C. Holmes', 'Eliane Chappuis', 'Roberta Quaresima', 'Marta Pilato', 'Jian Su', 'Man Cao', 'Kathy Shao-Lin Lee', 'Alexander Deng', 'Patrick Gordon', 'Brendan White', 'Taddeo Harbutt', 'Nazzareno Natale', 'Robert Linge', 'Christian Burgess', 'Gerry Robert Byrne', 'John Anthony Murphy', 'Vincent Pickering', 'Nick Miles', 'Larry Kaplan', 'Leo Burmester', 'Justin Brennan', 'Brian Mallon', 'Joseph P. Reidy', 'Joel Strachan', 'Bill Murdoch', 'Iain Agnew', 'Michael Hausman', 'Bob Colletti', 'Alan McMahon', 'Ellizzette Duvall', 'Steven C. Matthews', 'Philip Kirk', 'Colin Hill', 'Franco Venditti', 'Katy Monique Cuomo', 'Pietro Torrisi', 'Corrado Scalia', 'Loretta Rossi Stuart', 'Mauro Cremonini', ""Ottaviano Dell'Acqua"", ""Arnaldo Dell'Acqua"", ""Alberto Dell'Acqua"", 'Franco Daddi', 'Virgilio Ponti', 'Clemente Ukmar']",nan,3.68,https://letterboxd.com//film/gangs-of-new-york-2002/
The Goonies,1985,Richard Donner,"['Sean Astin', 'Josh Brolin', 'Jeff Cohen', 'Corey Feldman', 'Kerri Green', 'Martha Plimpton', 'Ke Huy Quan', 'John Matuszak', 'Robert Davi', 'Joe Pantoliano', 'Anne Ramsey', 'Lupe Ontiveros', 'Mary Ellen Trainor', 'Keith Walker', 'Steve Antin', 'Paul Tuerpe', 'George Robotham', 'Charles McDaniel', 'Elaine Cohen McMahon', 'Michael Paul Chan', 'George Nicholas McLean', 'Bill Bradley', 'Jeb Stuart Adams', 'Eric Briant Wells', 'Gene Ross', 'Max Segar', 'Newt Arnold', ""Jack O'Leary"", 'Patrick Cameron', 'Orwin C. Harvey', 'Ted Grossman', 'Richard Donner', 'Eydie Faye', 'Rick Kuhn', 'Cyndi Lauper', 'Jennie Lew Tugend', 'Lisa Quan', 'Curt Hanson']",nan,3.76,https://letterboxd.com//film/the-goonies/
Pig,2021,Michael Sarnoski,"['Nicolas Cage', 'Alex Wolff', 'Adam Arkin', 'Nina Belforte', 'Gretchen Corbett', 'Dalene Young', 'Darius Pierce', 'Elijah Ungvary', 'Brian Sutherland', 'David Knell', 'Sean Tarjyoto', 'Tom Walton', 'Dana Millican', 'October Moore', 'Cassandra Violet', 'Julia Bray', 'Beth Harper', 'David Shaughnessy', 'Kevin-Michael Moore', 'Davis King', 'Cody Burns', 'Kieran Thomas', 'Parker Green', 'Kent W. Luttrell', 'Troy Oelke', 'Jovani Ridler', 'Bill Salfelder', 'Jamie Martin Stewart', 'Daniel Vasic', 'Christian Wilson']",nan,3.77,https://letterboxd.com//film/pig-2021/
The Game,1997,David Fincher,"['Michael Douglas', 'Sean Penn', 'Deborah Kara Unger', 'James Rebhorn', 'Peter Donat', 'Carroll Baker', 'Anna Katarina', 'Armin Mueller-Stahl', 'Charles Martinet', 'Scott Hunter McGuire', 'Florentine Mocanu', 'Elizabeth Dennehy', 'Caroline Barclay', 'Daniel Schorr', 'John Aprea', 'Harrison Young', 'Kimberly Russell', 'Joe Frank', 'James Brooks', 'Gerry Becker', 'Jarion Monroe', 'Tommy Flanagan', 'Bill Flannery', 'Kat Kilkenny', 'John Cassini', 'Harris Savides', 'Aaron Lucich', 'Victor Talmadge', 'Marc Siegler', 'André Brazeau', 'Keena Turner', 'Carlos Hoy', 'Edward Campbell', 'Sean Lanthier', 'Curtis Vanterpool', 'Jay Gordon', 'Jeffrey Michael Young', 'Owen Masterson', 'Yuji Okumoto', 'Hideo Kimura', 'Rachel Flanagan', 'Mark Boone Junior', 'Joy Ann Ryan', 'Peter Davidian', 'Jack Kehoe', 'Christopher John Fields', 'Linda Manz', 'Vic Ferreira', 'Duffy Gaver', 'Bob Stephenson', 'Sean Moloney', 'John Hammil', 'Rachel Steinberg', 'George Maguire', 'Trish Summerville', 'Jason Kristofer', 'Lily Froehlich', 'Tammy Koehler', 'Michael Lynwood', 'Alex Lynwood', 'Charles Branklyn', 'Spike Jonze', 'Michael Massee', 'Sara Davallou', 'Stephen Cowee', 'J. Anthony Pena']",nan,3.74,https://letterboxd.com//film/the-game/
Judas and the Black Messiah,2021,Shaka King,"['Lakeith Stanfield', 'Daniel Kaluuya', 'Dominique Fishback', 'Jesse Plemons', 'Ashton Sanders', 'Algee Smith', 'Darrell Britt-Gibson', 'Lil Rel Howery', 'Dominique Thorne', 'Martin Sheen', 'Amari Cheatom', 'Ian Duff', 'Caleb Eberhardt', 'Robert Longstreet', 'Nick Fink', 'Nicholas Velez', 'Terayle Hill', 'Graham Lutes', 'Khris Davis', 'Amber Chardae Robinson', 'Ikechukwu Ufomadu', 'James Udom', 'Jermaine Fowler', 'Chris Hahn', 'Raymond Seay', 'Linda D Gaines']",nan,4.02,https://letterboxd.com//film/judas-and-the-black-messiah/
Paddington,2014,Paul King,"['Ben Whishaw', 'Hugh Bonneville', 'Sally Hawkins', 'Madeleine Harris', 'Samuel Joslin', 'Nicole Kidman', 'Julie Walters', 'Imelda Staunton', 'Peter Capaldi', 'Michael Gambon', 'Jim Broadbent', 'Madeleine Worrall', 'Tim Downie', 'Matt King', 'Simon Farnaby', 'Kayvan Novak', 'Matt Lucas', 'Jonathan Derbyshire', 'Mary Roscoe', 'Jude Wright', 'Lottie Steer', 'Alice Lowe', 'Will Smith', 'Toby Williams', 'Catherine Shepherd', 'Sean Bridgeman', 'Cleo Sylvestre', 'Geoffrey Palmer', 'Gus Brown', 'Rufus Jones', 'Kenneth Hadley', 'David McKail', 'James Bachman', 'Javier Marzan', 'Llewella Gideon', 'Justin Edwards', 'Iain Mitchell', 'Barry Ashton', 'Michael Bond', 'Steve Edge', 'Steve Oram', 'Tom Meeten', 'Hamish McColl', 'Dominic Coleman', 'Tarik Blake', 'Theresa Watson', 'Ross Boatman', 'Eddie Nestor', 'George Newton', 'Alexander Bracq', 'Ancuta Breaban', 'Faith Elizabeth', 'Barrie Martin', 'Stuart Matthews', 'Fabio Vollono', 'Julie Vollono', 'Matthew David McCarthy', 'Denis Khoroshko', 'Jack Philips', 'Asim Chaudhry', 'Nigel Genis', 'Jim Lawrence', 'Vic Waghorn']",nan,3.8,https://letterboxd.com//film/paddington/
Elf,2003,Jon Favreau,"['Will Ferrell', 'James Caan', 'Bob Newhart', 'Ed Asner', 'Mary Steenburgen', 'Zooey Deschanel', 'Daniel Tay', 'Faizon Love', 'Peter Dinklage', 'Amy Sedaris', 'Michael Lerner', 'Andy Richter', 'Kyle Gass', 'Artie Lange', 'Leon Redbone', 'Ray Harryhausen', 'Claire Lautier', 'Ted Friend', 'Patrick Ferrell', 'Patrick McCartney', 'Jon Favreau', 'Lydia Lawson-Baird', 'Brenda McDonald', 'Annie Brebner', 'Luke Pohl', 'Meghan Black', 'Patrick Baynham', 'Michael Roberds', 'Peter A. Hulne', 'Patrick Hulne', 'Richard Side', 'David-Paul Grove', 'Kristian Ayre', 'Lorin Heath', 'Dillard Brinson', 'Brad Turner', 'David Berenbaum', 'Brenda Crichlow', 'Oscar Goncalves', 'Mary Black', 'Murray Jack', 'Mark Acheson', 'Robin Mossley', 'Paul Schofield', 'Matt Walsh', 'Will McCormack', 'Gus Michael', 'Alexandra Michael', 'Terry J. Scarlatos', 'Jonathan Bruce', 'Akeem A. Smith', 'Michael Christopher Fischetti', 'Jane Bradbury', 'Peter Billingsley', 'John Murray', 'Jay Finocchiaro', ""Craig 'Radioman' Castaldo"", 'Graeme Duffy', 'Maurice LaMarche', 'Rachel Lana Li', 'Natasha Denis', 'Dal McKennon', 'Nance Nickels', 'Albert Precourt', 'Joe Ranft', 'Jamie Vergan']",nan,3.38,https://letterboxd.com//film/elf/
Okja,2017,Bong Joon-ho,"['Tilda Swinton', 'Ahn Seo-hyun', 'Paul Dano', 'Jake Gyllenhaal', 'Lily Collins', 'Steven Yeun', 'Giancarlo Esposito', 'Devon Bostick', 'Byun Hee-bong', 'Yoon Je-moon', 'Shirley Henderson', 'Daniel Henshall', 'Choi Woo-shik', 'Sheena Kamal', 'Michael Mitton', 'Colm Hill', 'Kathryn Kirkpatrick', 'Jose Carias', 'Nancy Amelia Bell', 'Lee Jung-eun', 'Kim Jae-in', 'Choi Hee-seo', 'Jang Ji-woong', 'Lee Bong-ryeon', 'Park Ki-seon', 'Yoon Kyung-ho', 'Cho Wan-ki', 'Kyul Hwi', 'Kwak Jin-seok', 'Park Ji-hoon', 'Lee Jae-hyeok', 'Clayton Elliot Jones', 'Seoyoung Lim', 'Jungsook Park', 'Jooman Hong', 'Kyungwook Lim', 'Seungchang Lee', 'Byeonghee Lee', 'Hyunwoo Choi', 'Kim Moon-hak', 'Park Keun-rok', 'Daehyun Kim', 'Gwangjae Woo', 'Wonjin Jang', 'Hyunzun Yu', 'Yangwon Kim', 'Yonghee Kim', 'Dylan Ratigan', 'Milo Shandel', 'Mikaela Kingsbury', 'Sangyoon Lee', 'Bae Young-ran', 'Park Jeong-gi', 'Yoon Jung-ro', 'Kim Woo-hyun', 'Kim Chul-moo', 'Seo Woo-sik', 'Yerin Shin', 'Erik De Boer', 'Stephen Clee', 'Pavel Hajek', 'David Congourdeau Nicolas', 'Lucas Körmer', 'Ahn Seong-bong', 'Timmo Polajev', 'Steven Garr', 'Cory Gruter-Andrew', 'Barbara Wallace', 'Frans Weterrings IV', 'Boyd Ferguson', 'Niall Cunningham', 'Marian Volk', 'Conor Reeves', 'Adam Auslander', 'Waris Ahluwalia', 'T. Sahara Meer', 'J. C. Williams', 'Hye-Jo Yu', 'Lorne Edward Oliver', 'Alex Kabel', 'Amir Ardalan Latifi', 'Jose Vargas', 'Elizabeth Urrea', 'Luis Javier', 'Phillip Garcia', 'Andreas Fronk', 'Myles Humphus', 'Bettina Skye', 'Kristoffe Brodeur', 'Lena Avgust', 'Jamar Greene', 'Michael D. Joseph', 'Eha Urbsalu', 'Rebecca Husain', 'Zachary Belgard', 'Pavla Tan', 'Carl Montoya', 'Martin Lo Rimorin', 'Amber Snow', 'Ann Evans', 'Rickland Powell', 'Michelle Clarke-Brown', 'Justin McGriff', 'Lynn Marocola', 'Jack Lyons', 'David Bloom', 'Jason Scott Nelson']",nan,3.71,https://letterboxd.com//film/okja/
The Green Knight,2021,David Lowery,"['Dev Patel', 'Alicia Vikander', 'Joel Edgerton', 'Sarita Choudhury', 'Sean Harris', 'Kate Dickie', 'Barry Keoghan', 'Erin Kellyman', 'Ralph Ineson', 'Emilie Hetland', 'Anthony Morris', 'Megan Tiernan', 'Noelle Brown', 'Youssef Quinn', 'Aaron Edo', 'Margeaux Wright', 'Tyrone Kearns', 'Helena Browne', 'Brendan Conroy', 'Ethan Dillion', 'Chris McHallem', 'Atheena Frizzell', 'Donncha Crowley', 'Patrick Duffy', 'Janet Grene', 'Tom Leavey', 'Anaïs Rizzo', 'Joe Anderson', 'Nita Mishra', 'Tara Mae', 'Sam Uppal Lynch', 'Adam Karim', 'Ruth Patel', 'Rose Patel', 'Rachel Quinn', ""Emmet O'Brien""]",nan,3.7,https://letterboxd.com//film/the-green-knight/
Sound of Metal,2019,Darius Marder,"['Riz Ahmed', 'Paul Raci', 'Olivia Cooke', 'Lauren Ridloff', 'Mathieu Amalric', 'Tom Kemp', 'Chris Perfetti', 'Hillary Baack', 'Shaheem Sanchez', 'Rena Maliszewski', 'Michael Tow', 'William Xifaras', 'Jamie Ghazarian', 'David Arthur Sousa', 'Bill Thorpe', 'Marisa Defranco', 'Jeremy Lee Stone', 'Alex Kilgore', 'Dani Miller', 'Sean Powell', 'Alan Resnic', ""Thomas O'Brien Vallor"", 'Chelsea Lee', 'Domenico Toledo', 'Elan Sicroff', 'Ezra Marder', 'Hartmut Teuber', 'Joe Toledo', 'Jonathon LeJeune', 'Margaret Chardiet']",nan,4.18,https://letterboxd.com//film/sound-of-metal/
The Hateful Eight,2015,Quentin Tarantino,"['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh', 'Walton Goggins', 'Demián Bichir', 'Tim Roth', 'Michael Madsen', 'Bruce Dern', 'James Parks', 'Dana Gourrier', 'Zoë Bell', 'Lee Horsley', 'Gene Jones', 'Keith Jefferson', 'Craig Stark', 'Belinda Owino', 'Channing Tatum', 'Quentin Tarantino']",nan,3.92,https://letterboxd.com//film/the-hateful-eight/
Requiem for a Dream,2000,Darren Aronofsky,"['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans', 'Christopher McDonald', 'Keith David', 'Louise Lasser', 'Marcia Jean Kurtz', 'Janet Sarno', 'Suzanne Shepherd', 'Joanne Gordon', 'Charlotte Aronofsky', 'Mark Margolis', 'Michael Kaycheck', 'Peter Maloney', 'Denise Dowse', 'Olga Merediz', 'Ben Shenkman', 'Dylan Baker', 'Bill Buell', 'Lianna Pai', 'Stanley B. Herman', 'Gregg Bello', ""Shaun O'Hagan"", 'Jimmie Ray Weeks', ""Jack O'Connell"", 'Chas Mastin', 'Ajay Naidu', 'Sean Gullette', 'Samia Shoaib', 'Abraham Abraham', 'Aliya Campbell', ""Te'ron A. O'Neal"", 'Bryan Chattoo', 'Eddie De Harp', 'Scott Franklin', 'Peter Cheyenne', 'Brian Costello', 'Abraham Aronofsky', 'James Chinlund', 'Allison Furman', 'Robert Dylan Cohen', 'Leland Gantt', 'Henry Stram', 'Hubert Selby Jr.', 'Heather Litteer', 'Jenny Decker', 'Ami Goodheart', 'Nina Zavarin', 'Scott Bader', 'Jim Centofanti', 'Scott Chait', 'Daniel Clarin', 'Ben Cohen', 'Eric Cohen', 'Brett Feinstein', 'Ricky Fier', 'John Getz', 'Andrew Kessler', 'Ross Lombardo', 'Carter Mansbach', 'Scott Miller', 'Todd Miller', 'Joshua Pollack', 'Craig Rallo', 'Geordan Reisner', 'Keith Scandore', 'David Seltzer', 'Chris Varvaro', 'Ricardo Viñas', 'Chad Weiner', 'Jesse Weissberger', 'Greg Weissman', 'Darren Aronofsky']",nan,4.1,https://letterboxd.com//film/requiem-for-a-dream/
2001: A Space Odyssey,1968,Stanley Kubrick,"['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Douglas Rain', 'Daniel Richter', 'Leonard Rossiter', 'Margaret Tyzack', 'Robert Beatty', 'Sean Sullivan', 'Frank Miller', 'Ed Bishop', 'Edwina Carroll', 'Heather Downham', 'Penny Brahms', 'Maggie London', 'Chela Matthison', 'Judy Kiern', 'Alan Gifford', 'Ann Gillis', 'Vivian Kubrick', 'Kenneth Kendall', 'Kevin Scott', 'Martin Amor', 'Bill Weston', 'Glenn Beck', 'Mike Lovell', 'John Ashley', 'Jimmy Bell', 'David Charkham', 'Simon Davis', 'Jonathan Daw', 'Péter Delmár', 'Terry Duggan', 'David Fleetwood', 'Danny Grover', 'Brian Hawley', 'David Hines', 'Tony Jackson', 'John Jordan', 'Scott MacKee', 'Laurence Marchant', 'Darryl Paes', 'Joe Refalo', 'Andy Wallace', 'Bob Wilyman', 'Richard Woods', 'S. Newton Anderson', 'Sheraton Blount', 'Ann Bormann', 'Julie Croft', 'Penny Francis', 'Marcella Markham', 'Irena Marr', 'Krystyna Marr', 'Kim Neil', 'Jane Pearl', 'Penny Pearl', 'Burnell Tucker', 'John Swindells', 'John Clifford', 'Stanley Kubrick', 'Anthony Jackson']",nan,4.32,https://letterboxd.com//film/2001-a-space-odyssey/
The Menu,2022,Mark Mylod,"['Ralph Fiennes', 'Anya Taylor-Joy', 'Nicholas Hoult', 'Hong Chau', 'Janet McTeer', 'Paul Adelstein', 'John Leguizamo', 'Aimee Carrero', 'Reed Birney', 'Judith Light', 'Rebecca Koon', 'Rob Yang', 'Arturo Castro', 'Mark St. Cyr', 'Peter Grosz', 'Christina Brucato', 'Adam Aalderks', 'Jon Paul Allyn', 'Mel Fair', 'Cristian Gonzalez', 'Matthew Cornwell', 'John Wilkins III', 'John Cola', 'Michael A. Dean', 'Marcus Aveons Duncan', 'Alexander Goldstein', 'Grant Henley', 'Brandon Herron', 'Elbert Kim', 'Melisa Lopez', 'A. Jae Michele', 'Jay Shadix', 'Rachel Trautmann', 'Victor Zheng']",nan,3.56,https://letterboxd.com//film/the-menu-2022/
Catch-22,1970,Mike Nichols,"['Alan Arkin', 'Martin Balsam', 'Richard Benjamin', 'Art Garfunkel', 'Jack Gilford', 'Buck Henry', 'Bob Newhart', 'Anthony Perkins', 'Paula Prentiss', 'Martin Sheen', 'Jon Voight', 'Orson Welles', 'Bob Balaban', 'Susanne Benton', 'Norman Fell', 'Charles Grodin', 'Austin Pendleton', 'Peter Bonerz', 'Jon Korkes', 'John Brent', 'Collin Wilcox Paxton', 'Philip Roth', 'Bruce Kirby', 'Jack Riley', 'Felice Orlandi', 'Marcel Dalio', 'Evi Maltagliati', 'Elizabeth Wilson', 'Richard Libertini', 'Liam Dunn', 'Olimpia Carlisi', ""Wendy D'Olive"", 'Gina Rovere', 'Fernanda Vitobello']",nan,3.6,https://letterboxd.com//film/catch-22/
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,Jeff Rowe,"['Micah Abbey', 'Shamon Brown Jr.', 'Nicolas Cantu', 'Brady Noon', 'Ayo Edebiri', 'Maya Rudolph', 'John Cena', 'Seth Rogen', 'Rose Byrne', 'Natasia Demetriou', 'Giancarlo Esposito', 'Jackie Chan', 'Ice Cube', 'Paul Rudd', 'Post Malone', 'Hannibal Buress', 'Jimmy Donaldson', 'Derek Wilson', 'Lukas Williams', 'Michael Badalucco', 'Dempsey Pappion', 'John Capodice', 'Andia Winslow', 'Raechel Wong', 'David Faustino', 'Danny Mastrogiorgio', 'Noel Gibson', 'Myra Owyang', 'Kevin Eastman', 'Alex Hirsch', 'Mike Rianda', 'Bobby Wagner', 'Greg Levitan', 'Illya Quinteros', 'Natalie Canizares', 'Kyler Spears', 'Jeff Rowe']",nan,3.82,https://letterboxd.com//film/teenage-mutant-ninja-turtles-mutant-mayhem/
CODA,2021,Siân Heder,"['Emilia Jones', 'Marlee Matlin', 'Troy Kotsur', 'Eugenio Derbez', 'Ferdia Walsh-Peelo', 'Daniel Durant', 'Amy Forsyth', 'Kevin Chapman', 'John Fiore', 'Lonnie Farmer', 'Courtland Jones', 'Molly Beth Thomas', 'Ayana Brown', 'Jason Pugatch', 'Kyana Fanene', 'Anilee List', 'Stone Martin', 'Maeve Chapman', 'Stephen Caliskan', 'Amanda Bradshaw', 'Bryan Sabbag', 'Kayla Caulfield', 'Samidio DePina', 'Dominic Andersen', 'Jose Guns Alves', 'Owen Burke', 'Lance Norris', 'Mark Pettograsso', 'Tony Viveiros', 'Armen Garo', 'Jared Voss', 'Emilia Faucher', 'Marilyn Busch', 'Melissa McMeekin', 'Erica McDermott', 'Garrett McKechnie', 'Rebecca Gibel', 'TJ Ciarametaro', 'Gary Galone', 'Nikki Kim', 'Mary Ann Schaub', 'Cassandra Berta', 'Sarah Clarke', 'Rena Maliszewski', 'David Newsom', 'Kiara Pichardo', 'Pamela Jayne Morgan', 'Elbert Kim', 'Dominic Cannarella-Andersen']",nan,3.85,https://letterboxd.com//film/coda-2021/
Weird: The Al Yankovic Story,2022,Eric Appel,"['Daniel Radcliffe', 'Evan Rachel Wood', 'Rainn Wilson', 'Toby Huss', 'Jack Lancaster', 'Spencer Treat Clark', ""Tommy O'Brien"", 'Arturo Castro', 'Julianne Nicholson', 'Diedrich Bader', 'Lin-Manuel Miranda', 'Richard Aaron Anderson', 'Thomas Lennon', 'David Bloom', 'Keanush Tafreshi', 'Andrew Steven Hernandez', 'Paloma Esparza Rabinov', 'Scott Aukerman', 'Johnny Pemberton', 'Jonah Ray Rodrigues', 'Jeremy Bolm', 'Eric Appel', ""'Weird Al' Yankovic"", 'Will Forte', 'Patton Oswalt', 'Michael McKean', 'Dot-Marie Jones', 'Dean Sharpe', 'Jorma Taccone', 'Demetri Martin', 'Paul F. Tompkins', 'Akiva Schaffer', ""Conan O'Brien"", 'Emo Philips', 'Nina West', 'Jack Black', 'David Dastmalchian', 'Anthony Nanakornpanom', 'Quinta Brunson', 'Julie Chang', 'Josh Groban', 'Seth Green', 'Constantine Rousouli', 'James Brown III', 'Rocky Abou-Sakher', 'Chris Ryan', 'Mike Escamilla', 'Chad Guerrero', 'Cesar Ramirez', 'Omar Estrada', 'Cesar Chavira', 'Jimmy Walker Jr.', 'Trenyce', 'James Preston Rogers', 'William Guirola', 'Jacob Lawrence Kreiss', 'Paul Riley Fox', 'Gordon Tarpley', 'Lisa Margaroli', ""Erin O'Shea""]",nan,3.51,https://letterboxd.com//film/weird-the-al-yankovic-story-2022/
Borat Subsequent Moviefilm,2020,Jason Woliner,"['Sacha Baron Cohen', 'Maria Bakalova', 'Tom Hanks', 'Dani Popescu', 'Manuel Vieru', 'Miroslav Tolj', 'Alin Popa', 'Ion Gheorghe', 'Nicolae Gheorghe', 'Marcela Codrea', 'Luca Nelu', 'Judith Dim Evans', 'Mike Pence', 'Rudolph Giuliani', 'Chase Fein']",nan,3.28,https://letterboxd.com//film/borat-subsequent-moviefilm/
Eraserhead,1977,David Lynch,"['Jack Nance', 'Charlotte Stewart', 'Allen Joseph', 'Jeanne Bates', 'Judith Roberts', 'Laurel Near', 'Jack Fisk', 'Jean Lange', 'Thomas Coulson', 'John Monez', 'Darwin Joston', 'T. Max Graham', 'Hal Landon Jr.', 'Jennifer Chambers Lynch', 'Brad Keeler', 'Gill Dennis', 'Toby Keeler', 'Jack Walsh']",nan,3.9,https://letterboxd.com//film/eraserhead/
Napoleon,1927,Abel Gance,"['Albert Dieudonné', 'Vladimir Roudenko', 'Edmond van Daële', 'Alexandre Koubitzky', 'Antonin Artaud', 'Abel Gance', 'Gina Manès', 'Suzanne Bianchetti', 'Marguerite Gance', 'Yvette Dieudonné', 'Eugénie Buffet', 'Nicolas Koline', 'Henri Baudin', 'Daniel Buiret', 'Georges Cahuzac', 'Adrien Caillard', 'Roger Blum', 'Max Maxudian', 'Philippe Hériat', 'Pierre Batcheff', 'Acho Chakatouny', 'Annabella', 'Alex Bernard', 'Carrie Carvalho', 'Sylvio Cavicchia', 'Léon Courtois', 'Pierre de Canolle', 'Gilbert Dacheux', 'Damia', 'Pierre Danis', 'W. Percy Day', 'Boris de Fast', 'Guy Favières', 'Serge Freddy-Karl', 'Jean Gaudrey', 'Simone Genevois', 'Georges Hénin', 'Jean Henry', 'Henry Krauss', 'Harry Krimer', 'Georges Lampin', 'Alexandre Mathillon', 'Genica Missirio', 'Francine Mussey', 'Jeanne Pen', 'Roblin', 'Jack Rye', 'Louis Sance', 'Maurice Schutz', 'Andrée Standart', 'Suzy Vernon', 'Petit Vidal', 'Robert Vidalin', 'Louis Vonelly', ""Jean d'Yd"", 'René Jeanne', 'Philippe Rolla']",nan,4.21,https://letterboxd.com//film/napoleon/
Apocalypse Now,1979,Francis Ford Coppola,"['Martin Sheen', 'Frederic Forrest', 'Albert Hall', 'Laurence Fishburne', 'Sam Bottoms', 'Marlon Brando', 'Robert Duvall', 'Dennis Hopper', 'G. D. Spradlin', 'Harrison Ford', 'Jerry Ziesmer', 'Scott Glenn', 'James Keane', 'Kerry Rossall', 'Tom Mason', 'Cynthia Wood', 'Colleen Camp', 'Linda Carpenter', 'Aurore Clément', 'Jack Thibeau', 'Glenn Walken', 'Damien Leake', 'Marc Coppola', 'Bill Graham', 'Jerry Ross', 'Charles Robinson', 'Nick Nicholson', 'Don Gordon Bell', 'Evan A. Lottman', 'R. Lee Ermey', 'Jim Gaines', 'Vittorio Storaro', 'Francis Ford Coppola', 'Henry Strzalkowski', 'Lonnie Woodley', 'Herb Rice', 'Joe Estevez', 'Bo Byers', 'Frank Villard']",nan,4.44,https://letterboxd.com//film/apocalypse-now/
City of God,2002,Fernando Meirelles,"['Alexandre Rodrigues', 'Leandro Firmino', 'Phellipe Haagensen', 'Douglas Silva', 'Jonathan Haagensen', 'Matheus Nachtergaele', 'Seu Jorge', 'Jefechander Suplino', 'Alice Braga', 'Roberta Rodrigues', 'Luis Otávio', 'Darlan Cunha', 'Thiago Martins', 'Gero Camilo', 'Daniel Zettel', 'Charles Paraventi', 'Dani Ornellas', 'Micael Borges', 'Lúcio Andrey', 'Marcello Melo Jr.', 'Babu Santana', 'Mary Sheila', 'Paulo Lins', 'Olivia Araújo', 'Graziella Moretto', 'Tulé Peak', 'Kikito Junqueira', 'Renato de Souza', 'Edson Oliveira', 'Kiko Marques', 'Emerson Gomes', 'Michel Gomes']",nan,4.51,https://letterboxd.com//film/city-of-god/
Neon Genesis Evangelion,1995,"Kazuya Tsurumaki, Hiroyuki Ishido","['Megumi Ogata', 'Kotono Mitsuishi', 'Megumi Hayashibara', 'Yuko Miyamura', 'Yuriko Yamaguchi', 'Fumihiko Tachiki', 'Motomu Kiyokawa', 'Miki Nagasawa']",nan,4.54,https://letterboxd.com//film/neon-genesis-evangelion/
The Rock,1996,Michael Bay,"['Nicolas Cage', 'Sean Connery', 'Ed Harris', 'William Forsythe', 'David Morse', 'John Spencer', 'Michael Biehn', 'Vanessa Marcil', 'Claire Forlani', 'Tony Todd', 'Gregory Sporleder', 'John C. McGinley', 'Bokeem Woodbine', 'Steve Harris', 'Greg Collins', 'Brendan Kelly', 'Danny Nucci', 'Celeste Weaver', 'Todd Louiso', 'David Bowe', 'Raquel Krelle', 'Jim Maniaci', 'Billy Devlin', 'Jim Caviezel', 'Ingo Neuhaus', 'John Laughlin', 'Willie Garson', 'John Enos III', 'Xander Berkeley', 'Raymond Cruz', 'Matthew James Gulbranson', 'Philip Baker Hall', 'Pat Skipper', 'Stuart Wilson', 'Stanley Anderson', 'David Marshall Grant', 'Anthony Clark', ""Raymond O'Connor"", 'Harry Humphries']",nan,3.53,https://letterboxd.com//film/the-rock/
