Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
"The Good, the Bad and the Ugly",1966,Sergio Leone,"['Clint Eastwood', 'Eli Wallach', 'Lee Van Cleef', 'Aldo Giuffrè', 'Luigi Pistilli', 'Rada Rassimov', 'Enzo Petito', 'Claudio Scarchilli', 'Antonio Casale', 'Livio Lorenzon', 'Sandro Scarchilli', 'Benito Stefanelli', 'Angelo Novi', 'Antonio Casas', 'Aldo Sambrell', 'Al Mulock', 'Sergio Mendizábal', 'Antonio Molino Rojo', 'Lorenzo Robledo', 'Mario Brega', 'Chelo Alonso', 'Fortunato Arena', 'Román Ariznavarreta', 'Silvana Bacci', 'Joseph Bradley', 'Frank Braña', 'Amerigo Castrighella', 'Saturno Cerra', 'William Conroy', 'Axel Darna', 'Tony Di Mitri', 'Gianni Di Segni', 'Alberigo Donadeo', 'Attilio Dottesio', 'Luis Fernández de Eribe', 'Veriano Ginesi', 'Jesús Guzmán', 'Víctor Israel', 'Nazzareno Natale', 'Ricardo Palacios', 'Antonio Palombi', 'Romano Puppo', 'Antoñito Ruiz', 'Aysanoa Runachagua', 'Enrique Santiago', 'José Terrón', 'Franco Tocci', 'Antonio Montoya']",nan,4.5,https://letterboxd.com//film/the-good-the-bad-and-the-ugly/
Once Upon a Time in America,1984,Sergio Leone,"['Robert De Niro', 'James Woods', 'Elizabeth McGovern', 'Treat Williams', 'Tuesday Weld', 'Joe Pesci', 'Burt Young', 'James Hayden', 'William Forsythe', 'Larry Rapp', 'Amy Ryder', 'Scott Schutzman Tiler', 'Rusty Jacobs', 'Jennifer Connelly', 'Brian Bloom', 'Adrian Curran', 'Mike Monetti', 'Noah Moazezi', 'James Russo', 'Darlanne Fluegel', 'Danny Aiello', 'Richard Bright', 'Frank Gio', 'Ray Dittrich', 'Mario Brega', 'Julie Cohen', 'Richard Foronjy', 'Olga Karlatos', 'Clem Caserta', 'Frank Sisto', 'Jerry Strivelli', 'Mike Gendel', 'Sandra Solberg', 'Margherita Pace', 'Paul Herman', 'Bruno Iannone', 'Bruno Bilotta', 'Angelo Florio', 'Marcia Jean Kurtz', 'Gerard Murphy', 'Dutch Miller', 'Robert Harper', 'Karen Shallo', 'Frankie Caserta', 'Joey Marzella', 'Marvin Scott', 'Ann Neville', 'Joey Faye', 'Linda Ipanema', 'Tandy Cronyn', 'Richard Zobel', 'Baxter Harris', 'Arnon Milchan', 'Marty Licata', 'Estelle Harris', 'Gerritt Debeer', 'Alexander Godfrey', 'Cliff Cudney', 'Paul Farentino', 'Bruce Bahrenburg', 'Mort Freeman', 'Massimo Liti', 'Jay Zeely', 'Salvatore Billa', 'Greg Anthony', 'Scott Coffey', 'Matteo Cafiso', 'Nunzio Giuliani', 'Nelson Camp', 'Dario Iori', 'Ole Jorgensen', 'Francesca Leone', 'Chuck Low', 'Ron Nummi', 'Ryan Paris', 'Nicola Roberto', 'Gianni Sanjust', 'Alex Serra', 'Susan Spafford', 'Mark Frazer', 'Maria Pia Monicelli', 'Claudio Mancini', 'Rossana Canghiari']",nan,4.21,https://letterboxd.com//film/once-upon-a-time-in-america/
The Verdict,1982,Sidney Lumet,"['Paul Newman', 'Charlotte Rampling', 'Jack Warden', 'James Mason', 'Milo O’Shea', 'Lindsay Crouse', 'Edward Binns', 'Julie Bovasso', 'Roxanne Hart', 'James Handy', 'Wesley Addy', 'Joe Seneca', 'Lewis J. Stadlen', 'Kent Broadhurst', 'Colin Stinton', 'Burtt Harris', 'Scott Rhyne', 'Susan Benenson', 'Evelyn Moore', 'Juanita Fleming', 'Jack Collard', 'Ralph Douglas', 'Gregor Roy', 'John Blood', 'Dick McGoldrick', 'Edward Mason', ""Patty O'Brien"", 'Maggie Task', 'Joseph Bergmann', 'Herbert Rubens', 'J.P. Foley', 'Leib Lensky', 'H. Clay Dear', 'J.J. Clark', 'Gregory Doucette', 'Tony LaFortezza', 'Marvin Beck', 'Herb Peterson', 'Tobin Bell', 'Bruce Willis', 'Murphy Cross']",nan,3.96,https://letterboxd.com//film/the-verdict-1982/
The Twilight Samurai,2002,Yoji Yamada,"['Hiroyuki Sanada', 'Rie Miyazawa', 'Nenji Kobayashi', 'Mitsuru Fukikoshi', 'Min Tanaka', 'Ren Osugi', 'Hiroshi Kanbe', 'Miki Ito', 'Erina Hashiguchi', 'Keiko Kishi', 'Reiko Kusamura', 'Tetsurō Tamba', 'Kanako Fukaura', 'Makoto Akatsuka', 'Masahiro Sato', 'Masayasu Kitayama', 'Baijaku Nakamura', 'Yuuki Natsusaka', 'Takai Mizuno', 'Toshinori Omi', 'Kinnosuke Nakamura II', 'Keishi Arashi', 'Rio Ishino', 'Norio Sato', 'Senri Sakurai', 'Jun Maeda', 'Setsuko Tanaka', 'Tsukasa Sugawara', 'Ryota Sato', 'Koichi Taniguchi', 'Teruhiko Tanaka', 'Takako Miyajima', 'Miki Ito', 'Sachiko Takada', 'Mayu Komori', 'Takahiro Kuriya', 'Atsushi Yoshikawa', 'Kenji Yoshida', 'Takashi Yamazaki', 'Shinya Amako']",nan,4.05,https://letterboxd.com//film/the-twilight-samurai/
The Three Burials of Melquiades Estrada,2005,Tommy Lee Jones,"['Tommy Lee Jones', 'Barry Pepper', 'Dwight Yoakam', 'January Jones', 'Melissa Leo', 'Julio Cedillo', 'Levon Helm', 'Mel Rodriguez', 'Cecilia Suárez', 'Ignacio Guadalupe', 'Vanessa Bauche', 'Irineo Alvarez', 'Guillermo Arriaga', 'Josh Berry', 'Rodger Boyce', 'Sonny Carl Davis', 'Richard Andrew Jones', 'Sean Hennigan', 'Terry Dale Parks', 'Brent Smiga', 'Gustavo Sánchez Parra', 'Diana Chavez']",nan,3.69,https://letterboxd.com//film/the-three-burials-of-melquiades-estrada/
The Harder They Fall,2021,Jeymes Samuel,"['Jonathan Majors', 'Idris Elba', 'Regina King', 'Zazie Beetz', 'Delroy Lindo', 'Danielle Deadwyler', 'Lakeith Stanfield', 'Edi Gathegi', 'RJ Cyler', 'Deon Cole', 'Julio Cedillo', 'Damon Wayans Jr.', 'Woody McClain', 'Jacobi Howard', 'Tait Fletcher', 'Dylan Kenin', 'Andria B Langston', 'Ernest Marsh', 'Chanel Mack', 'Tracy Obonna', 'Howard Ferguson Jr.', 'Bonita King', 'Mickey Dolan', 'Michael Beach', 'DeWanda Wise', 'Chase W. Dillon', 'Marissa Freeman', 'Sadiqua Bynum', 'Zacciah Hanson', 'DyNiesha Lysette Whitfield', 'David Hight', 'Stephanie Hill', 'Vic Browder', 'Ivan Lee Holmes', 'Michael E. Stogner', 'Angie Jenkins', 'Steve Corona', 'Peyton Jackson', 'J. Nathan Simmons', 'Terrence Clowe', 'Manny Rubio', 'Nicholas G. Sims', 'Aahkilah Cornelius', 'Mark Rhino Smith']",nan,3.51,https://letterboxd.com//film/the-harder-they-fall-2021/
Nixon,1995,Oliver Stone,"['Anthony Hopkins', 'Joan Allen', 'Powers Boothe', 'Ed Harris', 'Bob Hoskins', 'E.G. Marshall', 'David Paymer', 'David Hyde Pierce', 'Paul Sorvino', 'Mary Steenburgen', 'J.T. Walsh', 'James Woods', 'Brian Bedford', 'Kevin Dunn', 'Fyvush Finkel', 'Annabeth Gish', 'Tom Bower', 'Tony Goldwyn', 'Larry Hagman', 'Edward Herrmann', 'Madeline Kahn', 'Dan Hedaya', 'Tony Lo Bianco', 'Saul Rubinek', 'Robert Beltran', 'John Cunningham', 'John Diehl', 'John C. McGinley', 'Michael Chiklis', 'David Barry Gray', 'Joanna Going', 'George Plimpton', 'Lenny Vullo', 'Corey Carrier', 'Ronald von Klaussen', 'John Bedford Lloyd', 'Kamar de los Reyes', 'Enrique Castillo', 'James Pickens Jr.', 'Victor Rivers', 'Bridgette Wilson-Sampras', 'Drew Snyder', 'Ric Young', 'Sean Stone', 'Joshua Duvall Preston', 'Ian Calip', 'Jack Wallace', 'Julie Condra', 'Annette Helde', 'Howard Platt', 'T.J. Kennedy', 'Harry S. Murphy', 'Suzanne Schnulle Murphy', 'Michael Kaufman', 'Pamela Dickerson', ""O'Neal Compton"", 'Chris Renna', 'Wilson Cruz', 'Mikey Stone', 'Robert Marshall', 'Marley Shelton', 'James Karen', 'Richard Fancy', 'Peter Carlin', 'Michelle Krusiec', 'Wass Stevens', 'Tom Nicoletti', 'Chuck Pfeiffer', 'Alexander Butterfield', 'Mark Steines', 'Bai Ling', 'Peter P. Starson Jr.', 'Jon Tenney', 'Julie Araskog', 'Ray Wills', 'John Bellucci', 'Zoey Zimmerman', 'Mary Rudolph', 'Clayton Townsend', 'Donna Dixon', 'John Stockwell', 'Charles Haugk', 'Boris Sichkin', 'Fima Noveck', 'Raissa Danilova', 'Marilyn Rockafellow', 'Bill Bolender', 'Melinda Renna', 'Tony Plana', 'Sam Waterston', 'Chuck Riley']",nan,3.57,https://letterboxd.com//film/nixon/
The Last Temptation of Christ,1988,Martin Scorsese,"['Willem Dafoe', 'Harvey Keitel', 'Paul Greco', 'Steve Shill', 'Verna Bloom', 'Barbara Hershey', 'Roberts Blossom', 'Barry Miller', 'Gary Basaraba', 'Irvin Kershner', 'Victor Argo', 'Michael Been', 'Paul Herman', 'John Lurie', 'Leo Burmester', 'Andre Gregory', 'Peggy Gormley', 'Randy Danson', 'Robert Spafford', 'Doris von Thury', 'Tomas Arana', 'Alan Rosenberg', 'Del Russel', 'Nehemiah Persoff', 'Donald Hodson', 'Harry Dean Stanton', 'Peter Berling', 'David Bowie', 'Juliette Caton', 'Mohammed Mabsout', 'Ahmed Nacir', 'Mokhtar Salouf', 'Mahamed Ait Fdil Ahmed', 'Russel Case', 'Mary Sellers', 'Donna Magnani', 'Penny Brown', 'Gabi Ford', 'Dale Wyatt', 'Domenico Fiore', 'Ted Rusoff', 'Leo Damian', 'Robert Laconi', 'Jonathan Zhivago', 'Illeana Douglas', 'D.J. Sharp', 'Khalid Benghrib', 'Redouane Farhane', 'Fabienne Panciatili', 'Naima Skikes', 'Souad Rahal', 'Otmane Chbani Idrissi', 'Jamal Belkhayat', 'Giovanni Cianfriglia', 'Martin Scorsese']",nan,3.9,https://letterboxd.com//film/the-last-temptation-of-christ/
Kagemusha,1980,Akira Kurosawa,"['Tatsuya Nakadai', 'Tsutomu Yamazaki', 'Kenichi Hagiwara', 'Jinpachi Nezu', 'Hideji Ōtaki', 'Daisuke Ryū', 'Masayuki Yui', 'Kaori Momoi', 'Mitsuko Baisho', 'Hideo Murota', 'Takayuki Shiho', 'Kôji Shimizu', 'Daikei Shimizu', 'Sen Yamamoto', 'Shuhei Sugimori', 'Kota Yui', 'Yasuhito Yamanaka', 'Kumeko Otowa', 'Tetsuo Yamashita', 'Kai Ato', 'Takashi Ebata', 'Yû Shimaka', 'Toshiaki Tanabe', 'Naruhito Iguchi', 'Yoshimitsu Yamaguchi', 'Eiichi Kanakubo', 'Akihiko Sugizaki', 'Yugo Miyazaki', 'Masatsugu Kuriyama', 'Norio Matsui', 'Jirô Chiba', 'Yasushi Doshida', 'Takashi Watanabe', 'Toku Sone', 'Toshiya Ito', 'Francis Selleck', 'Morihiro Yanase', 'Alexander Kairis', 'Toshimitsu Kato', 'Paul Okawa', 'Toshihiko Shimizu', 'Senkichi Ômura', 'Takashi Shimura', 'Kamatari Fujiwara']",nan,4.14,https://letterboxd.com//film/kagemusha/
Johnny Got His Gun,1971,Dalton Trumbo,"['Timothy Bottoms', 'Kathy Fields', 'Marsha Hunt', 'Jason Robards', 'Donald Sutherland', 'Charles McGraw', 'Sandy Brown Wyeth', 'Don Barry', 'Peter Brocco', 'Kendell Clarke', 'Eric Christmas', 'Eduard Franz', 'Craig Bovia', 'Judy Howard Chaikin', 'Dalton Trumbo', 'Diane Varsi', 'David Soul', 'Anthony Geary']",nan,3.89,https://letterboxd.com//film/johnny-got-his-gun/
The Day of the Jackal,1973,Fred Zinnemann,"['Edward Fox', 'Terence Alexander', 'Michel Auclair', 'Alan Badel', 'Tony Britton', 'Denis Carey', 'Adrien Cayla-Legrand', 'Cyril Cusack', 'Maurice Denham', 'Vernon Dobtcheff', 'Jacques François', 'Olga Georges-Picot', 'Raymond Gérôme', 'Barrie Ingham', 'Derek Jacobi', 'Michael Lonsdale', 'Jean Martin', 'Ronald Pickup', 'Eric Porter', 'Anton Rodgers', 'Delphine Seyrig', 'Donald Sinden', 'Jean Sorel', 'David Swift', 'Timothy West', 'Bernard Archard', 'Jacques Alric', 'Colette Bergé', 'Edmond Bernard', 'Gérard Buhr', 'Philippe Léotard', 'Maurice Teynac', 'Van Doude', 'Nicolas Vogel', 'Féodor Atkine', 'Albert Augier', 'Madeleine Barbulée', 'Jacques Brunet', 'Raoul Curet', 'Madeleine Damien', 'Yvonne Dany', 'Nicole Desailly', 'Max Faulkner', 'Robert Favart', 'Andréa Ferréol', 'Gilberte Géniat', 'Edward Hardwicke', 'Jacques Hilling', 'David Kernan', 'Robert le Béal', 'Roger Lumont', 'Mike Marshall', 'Max Melloy', 'Jean Michaud', 'Bernard Musson', 'André Penvern', 'Pierre Risch', 'Liliane Rovère', 'Bernard Spiegel', 'Jacqueline Stanbury', 'Guy Standeven', 'Michel Subor', 'François Valorbe', 'Howard Vernon', 'Nicholas Young']",nan,3.89,https://letterboxd.com//film/the-day-of-the-jackal/
The Day After Trinity,1981,Jon Else,"['Paul Frees', 'Jon Else', 'J. Robert Oppenheimer', 'Hans Bethe', 'Frank Oppenheimer', 'Haakon Chevalier', 'Robert Serber', 'Holm Bursom', 'Stirling Colgate', 'Freeman Dyson', 'Susan Evans', 'Francis Fergusson', 'Leslie Groves', 'Elizabeth Ingram', 'Robert Krohn', 'Dave MacDonald', 'Joseph McCarthy', 'Dorothy McKibben', 'Robert Porton', 'Isidor Isaac Rabi', 'Harry S. Truman', 'Francoise Ulam', 'Stanislaw Ulam', 'Jane Wilson', 'Robert R. Wilson']",nan,3.73,https://letterboxd.com//film/the-day-after-trinity/
Cool Hand Luke,1967,Stuart Rosenberg,"['Paul Newman', 'George Kennedy', 'Luke Askew', 'Morgan Woodward', 'Harry Dean Stanton', 'Dennis Hopper', 'Lou Antonio', 'Robert Drivas', 'Strother Martin', 'Jo Van Fleet', 'Clifton James', 'Marc Cavell', 'Richard Davalos', 'Robert Donner', 'J.D. Cannon', 'Joe Don Baker', 'James Gammon', 'Chuck Hicks', 'Rance Howard', 'James Jeter', 'Joy Harmon', 'Anthony Zerbe', 'Warren Finnerty', 'John McLiam', 'Wayne Rogers', 'Charles Tyner', 'Ralph Waite', 'Buck Kartalian', 'Kim Kahana', 'Donn Pearce', 'John Pearce', 'Rush Williams']",nan,4.13,https://letterboxd.com//film/cool-hand-luke/
"Merry Christmas, Mr. Lawrence",1983,Nagisa Ōshima,"['David Bowie', 'Tom Conti', 'Ryuichi Sakamoto', 'Takeshi Kitano', 'Jack Thompson', 'Johnny Ohkura', 'Alistair Browning', 'James Malcolm', 'Chris Broun', 'Yūya Uchida', 'Ryūnosuke Kaneda', 'Takashi Naito', 'Tamio Ishikura', 'Rokkō Toura', 'Kan Mikami', 'Yūji Honma', 'Daisuke Iijima', 'Hideo Murota', 'Barry Dorking', 'Geoff Clendon', 'Grant Bridger', 'Richard Adams', 'Geoff Allen', 'Michael Baxter-Lax', 'Mark Berg', 'Marcus Campbell', 'Colin Francis', 'Richard Hensby', 'Richard Hoare', 'Martin Ibbertson', 'Rob Jayne', 'Richard Mills', 'Mark Penrose', 'Arthur Ranford', 'Steve Smith', 'Stephen Taylor', 'Richard Zimmerman', 'Ian Miller', 'Don Stevens', 'Yōichi Iijima', 'Satoshi Itō', 'Masaki Kusakabe', 'Kunihide Kuruma', 'Hiroshi Mikami', 'Akihiro Masuda', 'Tokuhisa Masuda', 'Takeshi Nagasawa', 'Takashi Odashima', 'Masanori Okada', 'Shoetsu Sato', 'Rintaro Shibata', 'Masamichi Shibasaki', 'Kaname Shimura', 'Kenzo Shirahama', 'Hisao Takeda', 'Hidenobu Togo', 'Atsuo Yamashita', 'Heiwa Yoshihara', 'Takeshi Yū']",nan,3.88,https://letterboxd.com//film/merry-christmas-mr-lawrence/
The Treasure of the Sierra Madre,1948,John Huston,"['Humphrey Bogart', 'Walter Huston', 'Tim Holt', 'Bruce Bennett', 'Barton MacLane', 'Alfonso Bedoya', 'Arturo Soto Rangel', 'Manuel Dondé', 'José Torvay', 'Margarito Luna', 'Robert Blake', 'Guillermo Calles', 'Roberto Cañedo', 'Spencer Chan', 'Jacqueline Dalya', 'Ralph Dunn', 'Ernesto Escoto', 'Pat Flaherty', 'Martín Garralaga', 'Jack Holt', 'John Huston', 'Francisco Islas', 'Mario Mancilla', 'Julian Rivero', 'Ángela Rodríguez', 'Jay Silverheels', 'Ray Spiker', 'Valdespino', 'Ildefonso Vega', 'Harry J. Vejar', 'Ignacio Villalbazo', 'Clifton Young']",nan,4.26,https://letterboxd.com//film/the-treasure-of-the-sierra-madre/
Mutiny on the Bounty,1935,Frank Lloyd,"['Charles Laughton', 'Clark Gable', 'Franchot Tone', 'Herbert Mundin', 'Eddie Quillan', 'Dudley Digges', 'Donald Crisp', 'Henry Stephenson', 'Francis Lister', 'Spring Byington', 'Movita', 'Mamo Clark', 'Wallis Clark', 'Pat Flaherty', 'Byron Russell', 'Percy Waram', 'David Torrence', 'John Harrington', 'Douglas Walton', 'Ian Wolfe', 'DeWitt Jennings', 'Ivan F. Simpson', 'Vernon Downing', 'Marion Clayton Anderson', 'Stanley Fields', 'Crauford Kent', 'Alec Craig', 'Charles Irwin', 'Dick Winslow', 'Robert Adair', 'Harry Allen', 'Lionel Belmore', 'Derek Blomfield', 'Harry Cording', 'Ray Corrigan', 'Charles Dunbar', 'Edgar Edwards', 'Fred Graham', 'Dick Haymes', 'Stubby Kruger', 'David Niven', 'Gil Perkins', 'Jack Sterling', 'Harold Entwistle', 'Sig Frohlich', 'Mary Gordon', 'Jon Hall', 'Satini Pualoa', 'Winter Hall', 'Lilyan Irene', 'Vivien Oakland', 'Tiny Jones', 'Hal Le Sueur', 'Robert Livingston', 'Doris Lloyd', 'King Mojave', 'John Power', 'William Stack', 'Will Stanton', 'David Thursby', 'Eric Wilton', 'James Cagney']",nan,3.65,https://letterboxd.com//film/mutiny-on-the-bounty/
Gallipoli,1981,Peter Weir,"['Mel Gibson', 'Mark Lee', 'Bill Kerr', 'Harold Hopkins', 'Charles Lathalu Yunipingu', 'Heath Harris', 'Ron Graham', 'Gerda Nicolson', 'Robert Grubb', 'Tim McKenzie', 'David Argue', 'Brian Anderson', 'Reg Evans', 'Jack Giddings', 'Dane Peterson', 'Paul Linkson', 'Jenny Lovell', 'Steve Dodd', 'Harold Baigent', 'Robyn Galwey', 'Don Quin', 'Phyllis Burford', 'Marjorie Irving', 'John Murphy', 'Bill Hunter', 'Diane Chamberlain', 'Peter Ford', 'Ian Govett', 'Geoff Parry', 'Clive Bennington', 'Giles Holland-Martin', 'Moshe Kedem', 'John Morris', 'Don Barker', 'Kiwi White', 'Paul Sonkkila', 'Peter Lawless', 'Saltbush Baldock', 'Les Dayman', 'Stan Green', 'Max Wearing', 'Graham Dow', 'Peter R. House']",nan,3.73,https://letterboxd.com//film/gallipoli/
Stalingrad,1993,Joseph Vilsmaier,"['Dominique Horwitz', 'Thomas Kretschmann', 'Jochen Nickel', 'Sebastian Rudolph', 'Dana Vávrová', 'Martin Benrath', 'Sylvester Groth', 'Karel Heřmánek', 'Heinz Emigholz', 'Oliver Broumis', 'Dieter Okras', 'Zdeněk Vencl', 'Mark Kuhn', 'Ferdinand Schuster', 'Alexander Wachholz', 'Ulrike Arnold', 'Jaroslav Tomsa', 'Pavel Mang', 'Oto Ševčík', 'Jophi Ries', 'Karel Hábl', 'Thomas Lange', 'Karel Hlušička', 'Thorsten Bolloff', 'J. Alfred Mehnert', 'Christian Knoepfle', 'Flip Cap', 'Svatopluk Říčánek', 'Otmar Dvorak', 'Petr Skarke', 'Hynek Čermák', 'Čestmír Řanda', 'Jan Přeučil', 'Bohumil Švarc', 'Pirjo Leppänen', 'Aale Mantila', 'Theresa Vilsmaier', 'Janina Vilsmaier', 'Oliver Steindler', 'Jana Matulová', 'Karel Heřmánek', 'Alexander Koller']",nan,3.75,https://letterboxd.com//film/stalingrad/
The American Friend,1977,Wim Wenders,"['Dennis Hopper', 'Bruno Ganz', 'Lisa Kreuzer', 'Gérard Blain', 'Nicholas Ray', 'Samuel Fuller', 'Peter Lilienthal', 'Daniel Schmid', 'Sandy Whitelaw', 'Jean Eustache', 'Lou Castel', 'Andreas Dedecke', 'David Blue', 'Rudolf Schündler', 'Gerty Molzen', 'Heinz Joachim Klein', 'Satya De La Manitou', 'Axel Schiessler', 'Adolf Hansen', 'Rosemarie Heinikel', 'Stefan Lennert', 'Heinrich Marmann', 'Enzo Robutti', 'Wim Wenders']",nan,3.98,https://letterboxd.com//film/the-american-friend/
The Talented Mr. Ripley,1999,Anthony Minghella,"['Matt Damon', 'Jude Law', 'Gwyneth Paltrow', 'Cate Blanchett', 'Jack Davenport', 'Philip Seymour Hoffman', 'James Rebhorn', 'Sergio Rubini', 'Philip Baker Hall', 'Celia Weston', 'Fiorello', 'Stefania Rocca', 'Ivano Marescotti', 'Anna Longhi', 'Alessandro Fabrizi', 'Lisa Eichhorn', 'Gretchen Egolf', 'Jack Willis', 'Frederick Alexander Bosche', 'Dario Bergesio', 'Larry Kaplan', 'Claire Hardwick', 'Antonio Prester', 'Lorenzo Mancuso', 'Onofrio Mancuso', 'Massimo Reale', 'Emanuele Carucci Viterbi', 'Caterina Deregibus', 'Silvana Bosi', 'Gianfranco Barra', 'Renato Scarpa', 'Deirdre Lovejoy', 'Brian Tarantina', 'Guy Barker', 'Bernardo Sassetti', 'Perico Sambeat', 'Gene Calderazzo', 'Joseph Lepore', 'Rosario Giuliuni', 'Eddy Palerno', 'Byron Wallen', 'Pete King', 'Clark Tracey', 'Jean Toussaint', 'Geoff Gascoyne', 'Carlo Negroni', 'Beppe Fiorello', 'Marco Quaglia', 'Alessandra Vanzi', 'Marco Rossi', 'Roberto Valentini', 'Francesco Bovino', 'Stefano Canettieri', 'Marco Foti', 'Ludovica Tinghi', 'Nicola Pannelli', 'Paolo Calabresi', 'Pietro Ragusa', 'Simone Empler', 'Gianluca Secci', 'Manuel Ruffini', 'Pierpaolo Lovino', 'Roberto Di Palma', 'Dominic Fumusa']",nan,3.81,https://letterboxd.com//film/the-talented-mr-ripley/
Maze Runner: The Death Cure,2018,Wes Ball,"[""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster', 'Ki Hong Lee', 'Rosa Salazar', 'Giancarlo Esposito', 'Will Poulter', 'Jacob Lofland', 'Patricia Clarkson', 'Aidan Gillen', 'Walton Goggins', 'Dexter Darden', 'Katherine McNamara', 'Nathalie Emmanuel', 'Barry Pepper', 'Dylan Smith', 'Jake Curran', 'Dylan Kriek', 'Scot Cooper', 'Kazi Maubert', 'Bart Fouche', 'Greg Kriek', 'Paul du Toit', 'Liza Scholtz', 'Shai Lun Choo', 'Fiona Ramsay', 'Paul Hampshire', 'Nathan Barris', 'Drikus Volschenk', 'Clayton Evertson', 'Emily Child', 'Dale Jackson', 'Armando De Leca', 'Paul Lazenby', 'Parm Soor']",nan,3.0,https://letterboxd.com//film/maze-runner-the-death-cure/
The Pelican Brief,1993,Alan J. Pakula,"['Julia Roberts', 'Denzel Washington', 'Sam Shepard', 'John Heard', 'Tony Goldwyn', 'James B. Sikking', 'William Atherton', 'Robert Culp', 'Stanley Tucci', 'Hume Cronyn', 'John Lithgow', 'Anthony Heald', 'Nicholas Woodeson', 'Stanley Anderson', 'John Finn', 'Cynthia Nixon', 'Jake Weber', 'Casey Biggs', 'Christopher Murray', 'Sonny Jim Gaines', 'Kevin Geer', 'Joe Chrest', 'Richard Bauer', 'Ralph Cosham', 'Tom Quinn', ""Michelle O'Neill"", 'Edwin Newman', 'Helen Carey', 'Howard Shalwitz', 'Carol Sutton', 'Magee Hickey', 'Ellie K. Wang', 'Franchelle Stewart Dorn', 'Karen Bralove', 'Teagle F. Bougere', 'Carey Varner', 'Sandra Quarterman', 'Cynthia Hood', 'Beverly Brigham', 'Doug Coleman', 'Eliza Coleman', 'Carrie Boren', 'Amber Nelson', 'Kelly Lynn Richards', 'Greta Valenti', 'Jerry Van Dyke', 'Harold Surratt', 'Shanna Connell', 'Michael Port', 'Gene Babb', 'Kyle Duvall', 'Karl Warren', 'James Earl Reed', 'Kyle Prue', 'Jurian Hughes']",nan,3.21,https://letterboxd.com//film/the-pelican-brief/
F for Fake,1973,Orson Welles,"['Orson Welles', 'Oja Kodar', 'Elmyr de Hory', 'Clifford Irving', 'Laurence Harvey', 'Edith Irving', 'David Walsh', 'Paul Stewart', 'Richard Wilson', 'Joseph Cotten', 'Howard Hughes', 'Richard Drewett', 'Alexander Welles', 'Gary Graver', 'Andrés Vicente Gómez', 'Julio Palinkas', 'Christian Odasso', 'Françoise Widhoff', 'Peter Bogdanovich', 'William Alland', 'Mark Forgy', 'Nina van Pallandt']",nan,4.16,https://letterboxd.com//film/f-for-fake/
Touch of Evil,1958,Orson Welles,"['Charlton Heston', 'Janet Leigh', 'Orson Welles', 'Joseph Calleia', 'Akim Tamiroff', 'Joanna Moore', 'Ray Collins', 'Dennis Weaver', 'Valentin de Vargas', 'Mort Mills', 'Victor Millan', 'Lalo Rios', 'Michael Sargent', 'Phil Harvey', 'Joi Lansing', 'Harry Shannon', 'Marlene Dietrich', 'Joseph Cotten', 'Zsa Zsa Gabor', 'Joe Basulto', 'Yolanda Bojorquez', 'Domenick Delgarde', 'Jennie Dias', 'John Dierkes', 'Eleanor Dorado', 'Eva Gabor', 'Jeffrey Green', 'Billy House', 'Mercedes McCambridge', 'Arlene McQuade', 'Ken Miller', 'Ralph Moratz', 'Ramón Rodríguez', 'Gus Schilling', 'William Tannen', 'Wayne Taylor', 'Rusty Wescoatt', 'Dan White', 'Keenan Wynn']",nan,4.16,https://letterboxd.com//film/touch-of-evil/
The Tragedy of Macbeth,2021,Joel Coen,"['Denzel Washington', 'Frances McDormand', 'Corey Hawkins', 'Alex Hassell', 'Kathryn Hunter', 'Bertie Carvel', 'Brendan Gleeson', 'Harry Melling', 'Miles Anderson', 'Matt Helm', 'Moses Ingram', 'Scott Subiono', 'Brian Thompson', 'Lucas Barker', 'Stephen Root', 'Robert Gilbert', 'Ethan Hutchison', 'James Udom', 'Richard Short', 'Sean Patrick Thomas', 'Ralph Ineson', 'Jefferson Mays', 'Olivia Washington', 'Susan James Berger', 'Wayne T. Carr', 'Jacob McCarthy', 'Nancy Daly', 'Kayden Alexander Koshelev', 'Ledger Fuller', 'T.K. Weaver', 'Edward Headington', 'Tim Oakes', 'Peter Janov', 'Max Baker', 'Madison Randolph', 'Phil DiGennaro']",nan,3.77,https://letterboxd.com//film/the-tragedy-of-macbeth/
